sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_bid,screen_ask,screen_net_expense_ratio,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_currency,screen_short_name,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_regular_market_change_percent,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_dividend_date,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_symbol,screen_financial_currency,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_eps_forward,screen_forward_pe,screen_ipo_expected_date,screen_display_name,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date
Energy,energy,47,FXN,First Trust Energy AlphaDEX Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.62,14.182385,0.89859,51.54657,23.64,24.24,0.63,PCX,23.97,15.18,1.62,USD,First Trust Energy AlphaDEX Fun,False,False,False,True,1178803800000,2,0.48999977,2.0931215,1788177208.0,23.9,0.039999,0.039999,0.171155,23.9,1787947200,23.41,23.54,23.27 - 23.54,23.27,270065,23.37,23400.0,4100.0,us_market,finmb_34336565,NYSEArca,First Trust Energy AlphaDEX Fund,23.4,1595507,339470,[],0.171155,8.23,0.5421607,15.18 - 23.97,-0.55999947,-0.023362515,40.431915,,0.0,15.250788,0.0,35.30784,-1.61229,-1.61229,379125824.0,PRE,1.5350027,21.6714,1.7385998,0.08022554,20.08575,3.3242493,0.16550286,15,0,America/New_York,EDT,-14400000,FXN,,,,,,,,,,,,,,,
Energy,energy,48,CPLB,NYLI MacKay Core Plus Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,19.71,21.68,0.3,PCX,21.65,20.56,6.01,USD,NYLIM MacKay Core Plus Bond ETF,False,False,False,True,1624973400000,2,,,,,-0.0699997,-0.0699997,-0.336942,,1787944874,20.705,20.7886,20.705 - 20.7886,20.705,6960,20.775,100.0,600.0,us_market,finmb_699022997,NYSEArca,NYLI MacKay Core Plus Bond ETF,20.7886,72460,119460,[],-0.336942,0.14500046,0.0070525515,20.56 - 21.65,-0.9449997,-0.043648947,-2.2195995,,0.0,,0.0,0.2944,-0.30413,-0.30413,374549472.0,PRE,,20.7957,-0.09070015,-0.0043614856,21.07172,-0.3667202,-0.01740343,15,0,America/New_York,EDT,-14400000,CPLB,,,,,,,,,,,,,,,
Energy,energy,49,IEZ,iShares U.S. Oil Equipment & Services ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.24,20.699648,4.46653,15.88897,0.0,0.0,0.37,PCX,32.87,17.86,1.24,USD,iShares U.S. Oil Equipment & Se,False,False,False,True,1146835800000,2,0.11999893,0.40093195,1788176700.0,30.05,0.24,0.24,0.808352,30.05,1787947199,29.93,29.98,29.45 - 29.98,29.45,145754,29.69,5500.0,600.0,us_market,finmb_27447122,NYSEArca,iShares U.S. Oil Equipment & Services ETF,29.7,400666,155680,[],0.808352,12.07,0.6758118,17.86 - 32.87,-2.9399986,-0.08944322,58.192383,,,22.333832,,33.67125,-13.62707,-13.62707,359298080.0,PRE,1.3401194,28.0158,1.9141998,0.06832572,27.0124,2.9176006,0.10800968,15,0,America/New_York,EDT,-14400000,IEZ,,,,,,,,,,,,,,,
Energy,energy,50,XES,State Street SPDR S&P Oil & Gas Equipment & Services ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.17,19.845207,6.74629,12.04601,118.03,126.09,0.35,PCX,135.35,68.06,1.17,USD,State Street SPDR S&P Oil & Gas,False,False,False,True,1150983000000,2,,,,,-0.369995,-0.369995,-0.308175,,1787947200,119.69,120.595,118.77 - 120.595,118.77,39249,120.06,200.0,100.0,us_market,finmb_27776147,NYSEArca,State Street SPDR S&P Oil & Gas Equipment & Services ETF,119.85,87030,52830,[],-0.308175,51.630005,0.75859547,68.06 - 135.35,-15.660004,-0.11570006,70.668755,,0.61,21.335077,0.005080793,36.76106,-13.94551,-13.94551,357931776.0,PRE,5.61001,114.244,5.445999,0.04766989,108.09805,11.591949,0.107235506,15,0,America/New_York,EDT,-14400000,XES,USD,19900000.0,44.826,2.6701021,,,,,,,,,,,
Energy,energy,51,URNJ,Sprott Junior Uranium Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,43.51610095735422,,,22.92,23.71,0.8,NGM,40.81,20.6,7.63,USD,Sprott Junior Uranium Miners ET,False,False,False,True,1675348200000,2,0.49000168,1.9118286,1788179000.0,26.12,-2.1200008,0.49000168,1.9118286,26.12,1787947200,25.63,27.58,25.56 - 27.58,25.56,801604,27.75,2.0,2.0,us_market,finmb_1802716729,NasdaqGM,Sprott Junior Uranium Miners ETF,27.58,320711,469100,[],-7.6396427,5.029999,0.24417469,20.6 - 40.81,-15.180002,-0.3719677,5.996692,,0.0,,0.0,-13.73561,-29.5167,-29.5167,317939840.0,PRE,,23.76948,1.8605194,0.07827346,28.116245,-2.486246,-0.08842739,15,0,America/New_York,EDT,-14400000,URNJ,,,,,,,,,2023-02-02,,,,,,
Energy,energy,52,DRLL,Strive U.S. Energy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.22,18.351991,,,39.11,0.0,0.41,NYQ,41.86,27.31,2.22,USD,Strive U.S. Energy ETF,False,False,False,True,1660051800000,2,0.0,0.0,1788176700.0,40.33,0.18,0.18,0.44832,40.33,1787947173,40.33,40.3403,40.08 - 40.3403,40.08,11926,40.15,400.0,500.0,us_market,finmb_1795970621,NYSE,Strive U.S. Energy ETF,40.32,14707,14690,[],0.44832,13.020002,0.47674853,27.31 - 41.86,-1.5299988,-0.036550377,37.50427,,0.0,19.172916,0.0,36.79788,2.43914,2.43914,297244896.0,PRE,2.1034882,37.23744,3.0925636,0.08304985,34.632824,5.697178,0.16450226,15,0,America/New_York,EDT,-14400000,DRLL,,,,,,,,,,,,,,,
Energy,energy,53,HYTR,Counterpoint High Yield Trend ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.47,10.989010989010989,,,18.35,24.35,0.88,NYQ,22.04,21.135,5.79,USD,Counterpoint High Yield Trend E,False,False,False,True,1579703400000,2,0.4748993,2.2321835,1788176700.0,21.75,-0.0368996,0.7215996,3.3912303,21.75,1787946663,21.2751,21.33,21.27 - 21.33,21.27,67237,21.312,2000.0,2800.0,us_market,finmb_647865688,NYSE,Counterpoint High Yield Trend ETF,21.33,62669,60020,[],-0.17314,0.14010048,0.0066288374,21.135 - 22.04,-0.7649002,-0.03470509,-2.3679495,,0.0,10.583627,0.0,0.37568,0.31425,0.31425,288617600.0,PRE,2.01019,21.31292,-0.03781891,-0.0017744593,21.53071,-0.2556095,-0.011871857,15,0,America/New_York,EDT,-14400000,HYTR,,,,,,,,,,,,,,,
Energy,energy,54,MDST,Westwood Salient Enhanced Midstream Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,9.21,20.981956,,,28.12,30.78,0.8,NYQ,30.43,24.93,9.21,USD,Westwood Salient Enhanced Midst,False,False,False,True,1712755800000,2,0.14999962,0.50933653,1788176700.0,29.6,-0.125,-0.125,-0.422654,29.6,1787947198,29.45,29.63,29.41 - 29.63,29.41,88808,29.575,500.0,1000.0,us_market,finmb_1869403092,NYSE,Westwood Salient Enhanced Midstream Income ETF,29.6,65504,87030,[],-0.422654,4.5200005,0.18130767,24.93 - 30.43,-0.97999954,-0.032205045,10.4236965,,0.0,21.082174,0.0,18.75034,2.2441,2.2441,287243392.0,PRE,1.3969147,29.3854,0.06459999,0.0021983702,28.24563,1.2043705,0.04263918,15,0,America/New_York,EDT,-14400000,MDST,,,,,,,,,,,,,,,
Energy,energy,55,HECA,Hedgeye Capital Allocation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.11,17.985612,,,0.0,43.53,0.81,PCX,30.9,25.21,1.11,USD,Hedgeye Capital Allocation ETF,False,False,False,True,1751376600000,2,,,,,0.119999,0.119999,0.431962,,1787947200,27.9,27.92,27.74 - 27.92,27.74,21850,27.78,100.0,100.0,us_market,finmb_1935121216,NYSEArca,Hedgeye Capital Allocation ETF,27.92,85733,29540,[],0.431962,2.6900005,0.10670371,25.21 - 30.9,-3.0,-0.09708738,9.669817,,0.0,18.33081,0.0,-0.32661,-1.5327,-1.5327,286612096.0,PRE,1.5220276,27.46334,0.43665886,0.0158997,28.246716,-0.34671593,-0.012274557,15,0,America/New_York,EDT,-14400000,HECA,,,,,,,,,,,,,,,
Energy,energy,56,AFIF,Anfield Universal Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,9.58434,-0.35277,0.0,14.67,0.85,BTS,9.86,9.13,3.76,USD,Anfield Universal Fixed Income ,False,False,False,True,1538487000000,2,,,,,-0.00500011,-0.00500011,-0.0531362,,1787947188,9.405,9.46,9.4 - 9.46,9.4,42197,9.41,100.0,4300.0,us_market,finmb_578948301,Cboe US,Anfield Universal Fixed Income ETF,9.46,204573,220830,[],-0.0531362,0.27499962,0.03012044,9.13 - 9.86,-0.45499992,-0.04614604,0.42688847,,0.0,,0.0,1.49886,0.53967,0.53967,276120416.0,PRE,,9.4082,-0.003200531,-0.00034018524,9.4139,-0.008900642,-0.00094547874,15,0,America/New_York,EDT,-14400000,AFIF,,,,,,,,,,,,,,,
Energy,energy,57,HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,11.95935,5.76939,16.24,28.99,0.43,NGM,22.81,21.94,5.9,USD,WisdomTree Interest Rate Hedged,False,False,False,True,1387377000000,2,,,,,0.015399933,0.02999878,0.13262059,,1787947200,22.6354,22.65,22.6 - 22.65,22.6,56789,22.62,2.0,2.0,us_market,finmb_253025487,NasdaqGM,WisdomTree Interest Rate Hedged High Yield Bond Fund,22.64,84955,122510,[],0.06808104,0.69540024,0.031695545,21.94 - 22.81,-0.1745987,-0.00765448,0.98127127,1495756800.0,,,,3.60282,1.66041,1.66041,258943584.0,PRE,,22.5966,0.038801193,0.0017171253,22.5259,0.109500885,0.0048611104,15,0,America/New_York,EDT,-14400000,HYZD,,,,,,,,,,,,,,,
Energy,energy,58,CRAK,VanEck Oil Refiners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.37,13.303179,14.0415,11.21101,0.0,62.56,0.61,PCX,61.06,35.06,1.37,USD,VanEck Oil Refiners ETF,False,False,False,True,1440077400000,2,1.3050003,2.1679547,1788178978.0,61.5,1.03,1.3050003,2.1679547,61.5,1787947200,60.19,60.195,59.62 - 60.195,59.62,325662,59.16,200.0,500.0,us_market,finmb_301753086,NYSEArca,VanEck Oil Refiners ETF,59.63,260098,391590,[],1.74104,25.129997,0.7167711,35.06 - 61.06,-0.87000275,-0.0142483255,70.22059,,0.0,14.495263,0.0,47.04473,9.1502,9.1502,251281728.0,PRE,4.152391,53.5979,6.592098,0.122991726,46.840904,13.349094,0.284988,15,0,America/New_York,EDT,-14400000,CRAK,,,,,,,,,,,,,,,
Energy,energy,59,GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.19,11.928904,-7.38452,130.181,44.27,45.41,0.94,PCX,48.66,20.805,1.19,USD,Direxion Daily S&P Oil & Gas Ex,False,False,False,True,1432906200000,2,1.7300034,3.9615376,1788178903.0,45.4,0.240002,1.7300034,3.9615376,45.4,1787947200,43.74,44.25,43.025 - 44.25,43.025,470874,43.5,200.0,600.0,us_market,finmb_295054279,NYSEArca,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,43.59,811819,600420,[],0.551728,22.935001,1.1023793,20.805 - 48.66,-4.919998,-0.101109706,71.462166,,,13.005241,,84.77398,-3.56734,-3.56734,250036208.0,PRE,3.3632596,37.023,6.717003,0.18142785,32.9848,10.755203,0.32606545,15,0,America/New_York,EDT,-14400000,GUSH,,,,,,,,,,,,,,,
Energy,energy,60,ERX,Direxion Daily Energy Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.49,20.068232,-12.31304,111.4337,106.61,109.33,0.91,PCX,111.07,50.5,1.49,USD,Direxion Energy Bull 2X ETF,False,False,False,True,1227105000000,2,3.75,3.6019595,1788178905.0,107.86,0.919998,3.75,3.6019595,107.86,1787947200,104.02,104.34,102.415 - 104.34,102.415,189643,103.1,100.0,100.0,us_market,finmb_51234297,NYSEArca,Direxion Daily Energy Bull 2X Shares,103.29,296852,263820,[],0.892336,53.519997,1.0598019,50.5 - 111.07,-7.050003,-0.063473515,80.46496,,,22.04094,,70.89695,-1.73794,-1.73794,233492848.0,PRE,4.7193995,90.7388,13.281197,0.14636734,81.32435,22.695648,0.27907568,15,0,America/New_York,EDT,-14400000,ERX,,,,,,,,,,,,,,,
Energy,energy,61,PGHY,Invesco Global ex-US High Yield Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,10.35672,1.13505,0.0,0.0,0.35,PCX,20.4,19.26,7.18,USD,Invesco Global ex-US High Yield,False,False,False,True,1371821400000,2,,,,,-0.0572014,-0.0572014,-0.29051,,1787947108,19.6328,19.7,19.62 - 19.7,19.62,34951,19.69,100.0,200.0,us_market,finmb_233330119,NYSEArca,Invesco Global ex-US High Yield Corporate Bond ETF,19.7,42757,33050,[],-0.29051,0.37279892,0.019356122,19.26 - 20.4,-0.76720047,-0.037607867,-1.702553,,0.0,,0.0,2.3441,0.48798,0.48798,224454720.0,PRE,,19.7076,-0.07480049,-0.003795515,19.81365,-0.18085098,-0.009127595,15,0,America/New_York,EDT,-14400000,PGHY,,,,,,,,,,,,,,,
Energy,energy,62,GDMA,Gadsden Dynamic Multi-Asset ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.53,23.702299,1.85317,4.24255,0.0,66.05,0.75,BTS,44.04,35.5,2.53,USD,Gadsden Dynamic Multi-Asset ETF,False,False,False,True,1542292200000,2,,,,,-0.489998,-0.489998,-1.14432,,1787947072,42.33,42.75,42.32 - 42.75,42.32,3491,42.82,900.0,900.0,us_market,finmb_577854503,Cboe US,Gadsden Dynamic Multi-Asset ETF,42.68,16760,9190,[],-1.14432,6.830002,0.19239442,35.5 - 44.04,-1.7099991,-0.038828317,17.845213,,0.0,23.539917,0.0,10.61082,1.35064,1.35064,202028192.0,PRE,1.7982222,42.3438,-0.01379776,-0.00032585076,41.23325,1.0967522,0.026598733,15,0,America/New_York,EDT,-14400000,GDMA,,,,,,,,,,,,,,,
Energy,energy,63,SDFI,AB Short Duration Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.56,26.745119,,,32.4,38.46,0.3,PCX,36.15,35.0,4.56,USD,AB Short Duration Income ETF,False,False,False,True,1718112600000,2,,,,,-0.0750008,-0.0750008,-0.211508,,1787944094,35.385,35.425,35.38 - 35.425,35.38,4858,35.46,900.0,300.0,us_market,finmb_1870802558,NYSEArca,AB Short Duration Income ETF,35.425,31817,18620,[],-0.211508,0.38499832,0.010999952,35.0 - 36.15,-0.7650032,-0.021161914,-1.0763228,,0.0,26.635445,0.0,1.18076,0.32693,0.32693,188916848.0,PRE,1.3284929,35.42934,-0.04434204,-0.0012515627,35.650135,-0.26513672,-0.007437187,15,0,America/New_York,EDT,-14400000,SDFI,,,,,,,,,,,,,,,
Energy,energy,64,CSEN,Cohen & Steers Future of Energy Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.8,21.431633,10.63397,40.11749,23.95,24.02,0.8,NGM,26.21,23.24,1.8,USD,Cohen & Steers Future of Energy,False,False,False,True,1781530200000,2,,,,,-0.18390083,-0.19000053,-0.73958945,,1787947200,25.5061,25.7015,25.42 - 25.7015,25.42,11518,25.69,2.0,3.0,us_market,finmb_1989624054,NasdaqGM,Cohen & Steers Future of Energy Active ETF,25.62,43422,22150,[],-0.71584594,2.2661,0.0975086,23.24 - 26.21,-0.7038994,-0.02685614,3.446877,,0.0,,0.0,30.68495,-2.63565,-2.63565,185443424.0,PRE,,24.6356,0.87050056,0.035335068,24.620754,0.88534546,0.035959315,15,0,America/New_York,EDT,-14400000,CSEN,,,,,,,,,2026-06-15,,,,,,
Energy,energy,65,PSH,PGIM Short Duration High Yield ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,6.59,22.52252252252252,,,46.72,52.72,0.45,BTS,51.51,49.44,6.6,USD,PGIM Short Duration High Yield ,False,False,False,True,1702996200000,2,,,,,-0.0573006,-0.0573006,-0.114537,,1787946882,49.9707,50.1,49.95 - 50.1,49.95,31033,50.028,1800.0,500.0,us_market,finmb_1858327882,Cboe US,PGIM Short Duration High Yield ETF,50.1,25422,27150,[],-0.114537,0.5307007,0.010734238,49.44 - 51.51,-1.539299,-0.0298835,-1.0671139,,,,,1.90388,0.6655,0.6655,174348192.0,PRE,,49.89496,0.075740814,0.0015180054,50.139004,-0.16830444,-0.0033567569,15,0,America/New_York,EDT,-14400000,PSH,,,,,,,,,,Pershing Square,,,,,
Energy,energy,66,FTXN,First Trust Nasdaq Oil & Gas ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.73,17.271157,4.99811,69.0315,35.73,35.76,0.6,NGM,40.86,26.46,1.73,USD,First Trust Nasdaq Oil & Gas ET,False,False,False,True,1474637400000,2,0.3899994,0.9823662,1788174006.0,40.09,0.12170029,0.10000229,0.25253105,40.09,1787947200,39.7217,39.778,39.5 - 39.778,39.5,14668,39.6,23.0,23.0,us_market,finmb_374020757,NasdaqGM,First Trust Nasdaq Oil & Gas ETF,39.56,719753,36880,[],0.30732396,13.2617,0.50119805,26.46 - 40.86,-1.1383018,-0.027858587,36.314346,1490918400.0,0.0,18.566704,0.0,35.17114,-0.8991,-0.8991,159306752.0,PRE,2.139405,36.655,3.0667,0.083663896,34.082806,5.638893,0.16544686,15,0,America/New_York,EDT,-14400000,FTXN,,,,,,,,,,,,,,,
Energy,energy,67,NEMD,Neuberger Emerging Markets Debt Hard Currency ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,12.01894,-5.75092,49.58,0.0,0.6,PCX,55.25,49.891,5.53,USD,Neuberger Emerging Markets Debt,False,False,False,True,1755005400000,2,,,,,-0.145199,-0.145199,-0.276069,,1787942756,52.45,52.615,52.45 - 52.615,52.45,6475,52.5952,100.0,100.0,us_market,finmb_1940227333,NYSEArca,Neuberger Emerging Markets Debt Hard Currency ETF,52.615,9614,4400,[],-0.276069,2.559002,0.051291857,49.891 - 55.25,-2.7999992,-0.05067872,4.763806,,0.0,,0.0,2.95919,0.68345,0.68345,137628640.0,PRE,,52.7805,-0.33049774,-0.00626174,52.642834,-0.19283295,-0.0036630428,15,0,America/New_York,EDT,-14400000,NEMD,,,,,,,,,,iNeedMD,,,,,
Energy,energy,68,BRHY,iShares High Yield Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,6.27,14.736222,,,36.64,65.17,0.45,NGM,53.16,49.88,6.27,USD,iShares High Yield Active ETF,False,False,False,True,1718717400000,2,,,,,-0.06719971,-0.06499863,-0.12718645,,1787947200,51.0378,51.0999,51.0 - 51.0999,51.0,7724,51.105,2.0,2.0,us_market,finmb_1877230204,NasdaqGM,iShares High Yield Active ETF,51.0999,20328,6290,[],-0.1314934,1.1577988,0.023211682,49.88 - 53.16,-2.1222,-0.039920993,-1.3090968,,0.0,14.770312,0.0,1.90952,0.62613,0.62613,136673872.0,PRE,3.4554312,50.9627,0.075099945,0.0014736258,51.14006,-0.10226059,-0.001999618,15,0,America/New_York,EDT,-14400000,BRHY,,,,,,,,,2024-06-18,,,,,,
Energy,energy,69,USAI,Pacer American Energy Infrastructure ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.36,18.577002,14.02276,36.90086,0.0,75.26,0.75,PCX,49.14,36.492,3.36,USD,Pacer American Energy Infrastru,False,False,False,True,1513175400000,2,,,,,-0.246201,-0.246201,-0.517412,,1787946891,47.3369,47.515,47.245 - 47.515,47.245,55609,47.5831,100.0,400.0,us_market,finmb_539640970,NYSEArca,Pacer American Energy Infrastructure ETF,47.515,20325,44090,[],-0.517412,10.844898,0.29718563,36.492 - 49.14,-1.8031006,-0.036693133,19.628502,,0.0,18.868944,0.0,25.1738,-0.70819,-0.70819,132822880.0,PRE,2.5087202,46.4971,0.839798,0.018061297,43.920635,3.4162636,0.07778265,15,0,America/New_York,EDT,-14400000,USAI,,,,,,,,,,,,,,,
Energy,energy,70,PSCE,Invesco S&P SmallCap Energy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.22,16.94628,4.93988,59.61455,55.77,56.04,0.29,NGM,65.02,40.4,2.22,USD,Invesco S&P SmallCap Energy ETF,False,False,False,True,1270647000000,2,,,,,-0.89299774,-0.839901,-1.3397708,,1787947200,61.7969,62.92,61.69 - 62.92,61.69,11996,62.6899,3.0,3.0,us_market,finmb_100588836,NasdaqGM,Invesco S&P SmallCap Energy ETF,62.3,23598,23020,[],-1.4244683,21.3969,0.52962625,40.4 - 65.02,-3.223095,-0.049570825,47.98851,1483056000.0,0.0,18.140095,0.0,36.12038,-8.17754,-8.17754,98941656.0,PRE,3.406647,57.898,3.898903,0.067340896,54.6941,7.1028023,0.12986414,15,0,America/New_York,EDT,-14400000,PSCE,,,,,,,,,,,,,,,
Energy,energy,71,WEEI,Westwood Salient Enhanced Energy Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,11.25,19.896538,,,17.15,23.56,0.85,NGM,25.23,20.38,11.25,USD,Westwood Salient Enhanced Energ,False,False,False,True,1714570200000,2,0.35000038,1.4198799,1788177998.0,25.0,0.06629944,0.084999084,0.34601703,25.0,1787947200,24.6313,24.68,24.4815 - 24.68,24.4815,24474,24.565,2.0,3.0,us_market,finmb_1869403091,NasdaqGM,Westwood Salient Enhanced Energy Income ETF,24.68,48122,36070,[],0.2698939,4.251301,0.20860162,20.38 - 25.23,-0.59869957,-0.02372967,15.448797,,0.0,20.42841,0.0,20.93673,1.96832,1.96832,98376816.0,PRE,1.2057375,23.67032,0.96097946,0.040598497,23.15255,1.4787502,0.063869864,15,0,America/New_York,EDT,-14400000,WEEI,,,,,,,,,2024-05-01,,,,,,
Energy,energy,72,EMCB,WisdomTree Emerging Markets Corporate Bond Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,9.15852,-0.22198,47.34,84.5,0.61,NGM,69.25,64.58,5.4,USD,WisdomTree Emerging Markets Cor,False,False,False,True,1331217000000,2,,,,,-0.21929932,-0.31430054,-0.47647065,,1787947200,65.745,66.03,65.65 - 66.03,65.65,1614,65.9643,2.0,2.0,us_market,finmb_178291251,NasdaqGM,WisdomTree Emerging Markets Corporate Bond Fund,65.83,4677,6000,[],-0.33245152,1.1650009,0.018039655,64.58 - 69.25,-3.5049973,-0.05061368,-0.8295655,1487894400.0,0.0,,0.0,1.28029,0.11032,0.11032,98341992.0,PRE,,66.0534,-0.3083954,-0.00466888,66.5052,-0.7602005,-0.011430692,15,0,America/New_York,EDT,-14400000,EMCB,,,,,,,,,,,,,,,
