sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_post_market_time,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_currency,screen_first_trade_date_milliseconds,screen_bid,screen_ask,screen_long_name,screen_has_pre_post_market_data,screen_full_exchange_name,screen_price_hint,screen_post_market_change_percent,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_regular_market_change_percent,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_bid_size,screen_market,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_ask_size,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_regular_market_previous_close,screen_message_board_id,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_net_expense_ratio,screen_two_hundred_day_average_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_symbol,screen_eps_forward,screen_forward_pe,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_market_cap,screen_implied_shares_outstanding,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_prev_name,screen_name_change_date
Utilities,utilities,1,XLU,State Street Utilities Select Sector SPDR ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.64,20.93364,-7.14123,17.58388,1784318400,45.17,46.14,45.3,0.13000107,-0.300003,45.055 - 46.14,45.055,20919897,1784332550.0,False,False,False,USD,914337000000,45.15,45.16,State Street Utilities Select Sector SPDR ETF,True,NYSEArca,2,0.287804,0.04288542,7.64233,-0.5478,-0.5478,23111417900.0,CLOSED,-0.659782,45.9,20276435,17228860,[],4.0199966,32100,us_market,0.09769129,41.15 - 47.8,-2.630001,28300,-0.055020943,7.5220227,2.166051,163274000.0,45.47,finmb_8795452,63.99,44.8704,0.2995987,0.0066769784,44.836224,0.33377457,0.7058915,15,0,America/New_York,EDT,-14400000,PCX,47.8,41.15,2.64,USD,State Street Utilities Select S,0.08,0.007444306,1.95,20.853619,XLU,,,,,,,,,,,
Utilities,utilities,2,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.88,10.989010989010989,12.41463,4.12229,1784318400,79.65,79.835,79.683,0.03299713,-0.150002,79.63 - 79.835,79.63,35716275,1784331391.0,False,False,False,USD,1176298200000,79.68,79.68,iShares iBoxx $ High Yield Corporate Bond ETF,True,NYSEArca,2,0.04142766,0.04765664,1.70104,2.22732,2.22732,17626118100.0,CLOSED,-0.187972,79.75,34510835,28305190,[],1.0800018,29000,us_market,0.013745728,78.57 - 81.36,-1.7099991,30200,-0.021017687,-0.8835256,7.2726674,195600000.0,79.8,finmb_33837611,87.966,79.83,-0.1800003,-0.0022547953,80.3111,-0.66109467,0.90546346,15,0,America/New_York,EDT,-14400000,PCX,81.36,78.57,5.9,USD,iShares iBoxx $ High Yield Corp,0.49,-0.008231672,3.803,10.951965,HYG,0.06,1327.5,,,,,,,,,
Utilities,utilities,3,PFF,iShares Preferred and Income Securities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,9.32043,7.08736,1784318400,30.35,30.42,30.4,0.049999237,-0.0200005,30.21 - 30.42,30.21,2175930,1784324075.0,False,False,False,USD,1175261400000,29.34,31.23,iShares Preferred and Income Securities ETF,True,NasdaqGM,2,0.16474213,0.059993412,0.42885,2.22101,2.22101,13096669200.0,CLOSED,-0.065856,30.259,2913545,2503600,[],0.25,1,us_market,0.008305647,30.1 - 32.26,-1.9099979,1,-0.059206385,-2.5056243,8.066,418449984.0,30.37,finmb_33508791,38.275,30.9964,-0.64640045,-0.020854048,31.1595,-0.80949974,0.79294574,15,0,America/New_York,EDT,-14400000,NGM,32.26,30.1,5.6,USD,iShares Preferred and Income Se,0.45,-0.025979228,1.822,3.7627077,PFF,,,1522972800.0,,,,,,,,
Utilities,utilities,4,VPU,Vanguard Utilities Index Fund ETF Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.64,20.820321,-7.4652,17.33085,1784318400,195.22,199.225,196.75,1.5299988,-1.27,194.81 - 199.225,194.81,183282,1784332586.0,False,False,False,USD,1075473000000,194.25,199.99,Vanguard Utilities Index Fund ETF Shares,True,NYSEArca,2,0.78373057,0.022133442,7.28538,-0.45253,-0.45253,10763640800.0,CLOSED,-0.646345,197.73,218714,196130,[],16.710007,500,us_market,0.093608245,178.51 - 206.1,-10.880005,400,-0.05278993,7.5059175,9.400912,26720900.0,196.49,finmb_22939110,103.697,194.3136,0.9064026,0.004664638,194.20676,1.0132446,1.8826003,15,0,America/New_York,EDT,-14400000,PCX,206.1,178.51,2.64,USD,Vanguard Utilities ETF,0.09,0.00521735,4.349,20.76607,VPU,,,,,,,,,,,
Utilities,utilities,5,ICSH,iShares Ultra Short Duration Bond Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,5.59496,0.15969,1784318401,50.52,50.52,50.5006,-0.01940155,0.0200005,50.5 - 50.52,50.5,2167478,1784332291.0,False,False,False,USD,1387204200000,50.5,50.51,iShares Ultra Short Duration Bond Active ETF,True,Cboe US,2,-0.0384037,0.0,1.7129,0.91268,0.91268,7771527200.0,CLOSED,0.0396049,50.5,1450262,1564560,[],0.11999893,22200,us_market,0.002380931,50.4 - 50.77,-0.25,27500,-0.004924168,-0.23696423,,,50.5,finmb_249281599,,50.505,0.01499939,0.0002969882,50.59305,-0.07304764,,15,0,America/New_York,EDT,-14400000,BTS,50.77,50.4,4.33,,iShares Ultra Short Duration Bo,0.08,-0.0014438275,0.0,,ICSH,,,,,,,,,,,
Utilities,utilities,6,SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,6.89,10.989010989010989,10.95511,4.97304,1784318400,42.23,42.29,43.06,0.83000183,-0.0299988,42.215 - 42.29,42.215,1210334,1784322300.0,False,False,False,USD,1382016600000,41.5,42.24,iShares 0-5 Year High Yield Corporate Bond ETF,True,NYSEArca,2,1.9654318,0.0,1.92994,2.20198,2.20198,7603882000.0,CLOSED,-0.0709862,42.26,1278464,1314200,[],0.3999977,30800,us_market,0.00956246,41.83 - 43.39,-1.1599998,10200,-0.026734268,-1.7678559,3.927258,64800000.0,42.26,finmb_243961960,,42.3378,-0.10779953,-0.002546177,42.65465,-0.4246521,,15,0,America/New_York,EDT,-14400000,PCX,43.39,41.83,7.0,,iShares 0-5 Year High Yield Cor,0.3,-0.009955587,0.0,10.75305,SHYG,,,,,,,,,,,
Utilities,utilities,7,FPE,First Trust Preferred Securities and Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.59,22.321428571428573,6.61563,4.9554,1784318400,17.94,17.965,17.94,0.0,-0.0100002,17.92 - 17.965,17.92,1255613,1784322300.0,False,False,False,USD,1360679400000,17.94,17.95,First Trust Preferred Securities and Income ETF,True,NYSEArca,2,0.0,0.0,0.79067,2.15114,2.15114,6320397800.0,CLOSED,-0.0557116,17.93,1044720,958580,[],0.39999962,6600,us_market,0.022804994,17.54 - 18.51,-0.5699997,5200,-0.03079415,0.33557415,0.81715196,,17.95,finmb_225218946,,17.9752,-0.03520012,-0.00195826,18.157,-0.21699905,,15,0,America/New_York,EDT,-14400000,PCX,18.51,17.54,5.96,,First Trust Preferred Securitie,0.83,-0.011951262,0.0,21.954302,FPE,,,,,,,,,,,
Utilities,utilities,8,CWB,State Street SPDR Bloomberg Convertible Securities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,14.30877,2.25825,1784318400,101.49,102.18,101.49,0.0,-0.0500031,99.23 - 102.18,99.23,1155873,1784322896.0,False,False,False,USD,1239888600000,95.95,107.54,State Street SPDR Bloomberg Convertible Securities ETF,True,NYSEArca,2,0.0,0.0,21.57483,18.25767,18.25767,6197490700.0,CLOSED,-0.0492447,100.38,951116,706220,[],18.309998,600,us_market,0.220125,83.18 - 112.02,-10.529999,800,-0.09400106,19.456219,,,101.54,finmb_54917357,,106.0948,-4.604805,-0.04340274,96.39705,5.092949,,15,0,America/New_York,EDT,-14400000,PCX,112.02,83.18,1.37,,State Street SPDR Bloomberg Con,0.4,0.05283304,0.0,,CWB,1.88,53.984043,,,,,,,,,
Utilities,utilities,9,ISTB,iShares Core 1-5 Year USD Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.84,10.989010989010989,5.55334,-0.60967,1784318401,48.11,48.15,48.11,0.0,0.0100021,48.0901 - 48.15,48.0901,224636,1784319005.0,False,False,False,USD,1351085400000,48.07,48.11,iShares Core 1-5 Year USD Bond ETF,True,NasdaqGM,2,0.0,0.0,0.72621,0.58872,0.58872,5038184400.0,CLOSED,0.0207945,48.12,530422,401030,[],0.15999985,2,us_market,0.0033368059,47.95 - 49.05,-0.9399986,10,-0.019164091,-0.82457066,4.3980303,,48.1,finmb_223235655,,48.1714,-0.061397552,-0.0012745644,48.5726,-0.4626007,,15,0,America/New_York,EDT,-14400000,NGM,49.05,47.95,4.24,,iShares Core 1-5 Year USD Bond ,0.06,-0.009523902,0.0,10.938988,ISTB,,,1522972800.0,,,,,,,,
Utilities,utilities,10,PGX,Invesco Preferred ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.92,24.752475247524753,9.31731,3.08092,1784318400,10.86,10.87,10.87,0.010000229,-0.0100002,10.84 - 10.87,10.84,1563810,1784322300.0,False,False,False,USD,1201789800000,10.86,10.87,Invesco Preferred ETF,True,NYSEArca,2,0.09208314,0.0,-0.73026,0.983,0.983,3857212160.0,CLOSED,-0.0919984,10.84,2404616,2579510,[],0.09999943,72200,us_market,0.009293627,10.76 - 11.92,-1.0600004,40500,-0.08892621,-2.7752936,,,10.87,finmb_40538756,,10.9494,-0.08940029,-0.0081648575,11.22715,-0.3671503,,15,0,America/New_York,EDT,-14400000,PCX,11.92,10.76,6.27,,Invesco Preferred ETF,0.5,-0.032702003,0.0,,PGX,,,,,,,,,,,
Utilities,utilities,11,FIXD,First Trust Smith Opportunistic Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.28,22.321428571428573,5.71582,-0.91271,1784318400,43.365,43.45,43.365,0.0,0.045001984,43.175 - 43.45,43.175,302694,1784319004.0,False,False,False,USD,1487255400000,39.94,46.89,First Trust Smith Opportunistic Fixed Income ETF,True,NasdaqGM,2,0.0,0.0,0.87102,1.16196,1.16196,3286956290.0,CLOSED,0.1038827,43.38,410380,293810,[],0.85100174,2,us_market,0.020016976,42.514 - 45.155,-1.7899971,2,-0.03964117,-0.70296526,1.9900159,,43.32,finmb_412887648,,43.52808,-0.16307831,-0.0037465082,44.110207,-0.7452049,,15,0,America/New_York,EDT,-14400000,NGM,45.155,42.514,4.71,,First Trust Smith Opportunistic,0.65,-0.016894162,0.0,21.791285,FIXD,,,1496188800.0,,,,,,,,
Utilities,utilities,12,UCON,First Trust Smith Unconstrained Plus Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.51,22.321428571428573,7.55258,1.01988,1784318400,24.78,24.87,24.78,0.0,-0.0199986,24.78 - 24.87,24.78,609729,1784322300.0,False,False,False,USD,1528205400000,24.78,37.18,First Trust Smith Unconstrained Plus Bond ETF,True,NYSEArca,2,0.0,0.0,1.08993,1.33661,1.33661,3285839100.0,CLOSED,-0.0806393,24.81,546198,472090,[],0.37000084,2500,us_market,0.015157756,24.41 - 25.625,-0.8449993,3700,-0.032975584,-0.46194196,1.1284425,,24.8,finmb_556963123,,24.8651,-0.085100174,-0.0034224745,25.06024,-0.2802391,,15,0,America/New_York,EDT,-14400000,PCX,25.625,24.41,4.69,,First Trust Smith Unconstrained,0.86,-0.011182618,0.0,21.95947,UCON,,,1532995200.0,,,,,,,,
Utilities,utilities,13,HYMB,State Street SPDR Nuveen ICE High Yield Municipal Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,7.37005,5.44919,1784318400,25.17,25.18,25.17,0.0,0.0,25.1423 - 25.18,25.1423,851729,1784322300.0,False,False,False,USD,1302787800000,25.17,25.18,State Street SPDR Nuveen ICE High Yield Municipal Bond ETF,True,NYSEArca,2,0.0,0.0,3.65822,3.40748,3.40748,3091741440.0,CLOSED,0.0,25.17,967338,1061230,[],1.1399994,6800,us_market,0.047440674,24.03 - 25.49,-0.3199997,2400,-0.012553931,3.7938118,,,25.17,finmb_129842776,,25.1748,-0.0048007965,-0.00019069848,25.0987,0.07130051,,15,0,America/New_York,EDT,-14400000,PCX,25.49,24.03,4.51,,State Street SPDR Nuveen ICE Hi,0.35,0.0028408049,0.0,,HYMB,,,,,,,,,,,
Utilities,utilities,14,VRP,Invesco Variable Rate Preferred ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,10.42886,4.08598,1784318400,24.38,24.513,24.38,0.0,0.0199986,24.319 - 24.513,24.319,1007890,1784322300.0,False,False,False,USD,1398951000000,24.3,24.39,Invesco Variable Rate Preferred ETF,True,NYSEArca,2,0.0,0.0,2.31814,2.60015,2.60015,2978023940.0,CLOSED,0.0820959,24.36,785524,487810,[],0.6700001,900,us_market,0.028258123,23.71 - 24.93,-0.55000114,1200,-0.02206182,-0.041002035,,,24.36,finmb_255959630,,24.3434,0.036600113,0.0015034922,24.4106,-0.030601501,,15,0,America/New_York,EDT,-14400000,PCX,24.93,23.71,6.23,,Invesco Variable Rate Preferred,0.5,-0.0012536152,0.0,,VRP,,,,,,,,,,,
Utilities,utilities,15,ICLN,iShares Global Clean Energy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.9,22.197558,-20.32937,-23.79633,1784318401,18.37,18.615,18.5,0.12999916,0.0200005,17.95 - 18.615,17.95,4323352,1784332234.0,False,False,False,USD,1214400600000,18.2,18.51,iShares Global Clean Energy ETF,True,NasdaqGM,2,0.707671,0.0,25.50067,13.20088,13.20088,2908022020.0,CLOSED,0.108994,18.075,5996945,3887330,[],5.010001,8,us_market,0.3750001,13.36 - 23.78,-5.41,8,-0.2275021,33.697235,0.9251864,,18.35,finmb_61565163,,20.9566,-2.5865993,-0.123426475,18.5468,-0.17679977,,15,0,America/New_York,EDT,-14400000,NGM,23.78,13.36,0.9,,iShares Global Clean Energy ETF,0.39,-0.0095326295,0.0,19.85546,ICLN,,,1482969600.0,,,,,,,,
Utilities,utilities,16,PFXF,VanEck Preferred Securities ex Financials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,11.40761,11.54616,1784318400,17.47,17.565,17.47,0.0,-0.0700016,17.3299 - 17.565,17.3299,924663,1784322300.0,False,False,False,USD,1342704600000,17.33,17.48,VanEck Preferred Securities ex Financials ETF,True,NYSEArca,2,0.0,0.0,2.98304,3.11223,3.11223,2628590080.0,CLOSED,-0.399097,17.47,983143,762930,[],0.43999863,7300,us_market,0.025836676,17.03 - 19.07,-1.6000004,6600,-0.083901435,-0.73863864,,,17.54,finmb_214279555,,18.2972,-0.82719994,-0.045209102,18.04395,-0.5739498,,15,0,America/New_York,EDT,-14400000,PCX,19.07,17.03,6.42,,VanEck Preferred Securities ex ,0.4,-0.031808436,0.0,,PFXF,,,,,,,,,,,
Utilities,utilities,17,FUTY,Fidelity MSCI Utilities Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.59,20.837675,-7.44503,17.37839,1784318400,58.28,59.43,58.5,0.22000122,-0.380001,58.1499 - 59.43,58.1499,303581,1784326510.0,False,False,False,USD,1382621400000,58.24,58.26,Fidelity MSCI Utilities Index ETF,True,NYSEArca,2,0.3774901,0.0,7.33952,-0.41757,-0.41757,2349204480.0,CLOSED,-0.647803,58.99,339103,302220,[],5.049999,900,us_market,0.0948713,53.23 - 61.51,-3.2299995,900,-0.05251178,7.686627,2.804436,,58.66,finmb_243638577,,57.9584,0.32159805,0.005548774,57.9325,0.34749985,,15,0,America/New_York,EDT,-14400000,PCX,61.51,53.23,2.59,,Fidelity MSCI Utilities Index E,0.084,0.0059983577,0.0,20.781363,FUTY,,,,,,,,,,,
Utilities,utilities,18,PFFD,Global X U.S. Preferred ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,7.48208,4.9116,1784318400,18.59,18.6,18.6,0.010000229,0.0200005,18.5 - 18.6,18.5,536140,1784326210.0,False,False,False,USD,1505395800000,18.55,18.57,Global X U.S. Preferred ETF,True,NYSEArca,2,0.05379359,,1.04309,3.32668,3.32668,2150502140.0,CLOSED,0.107703,18.53,595651,739810,[],0.375,2500,us_market,0.020587428,18.215 - 19.89,-1.2999992,2000,-0.06535944,-2.4658978,,,18.57,finmb_528855653,,18.7982,-0.20820045,-0.011075553,19.01235,-0.42234993,,15,0,America/New_York,EDT,-14400000,PCX,19.89,18.215,6.43,,Global X U.S. Preferred ETF,0.23,-0.022214504,,,PFFD,,,,,,,,,,,
Utilities,utilities,19,UTES,Virtus Reaves Utilities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.44,24.624477,-2.40363,20.63862,1784318400,79.99,81.1268,80.62,0.6300049,-0.43,79.95 - 81.1268,79.95,74899,1784330687.0,False,False,False,USD,1443101400000,79.99,80.07,Virtus Reaves Utilities ETF,True,NYSEArca,2,0.7876046,0.0,4.40065,2.70829,2.70829,1398241660.0,CLOSED,-0.534693,80.44,173875,112300,[],5.3899994,500,us_market,0.072252005,74.6 - 88.429,-8.439003,600,-0.09543253,3.2528758,3.3194616,,80.42,finmb_309843798,,80.5408,-0.55080414,-0.0068388213,81.32455,-1.334549,,15,0,America/New_York,EDT,-14400000,PCX,88.429,74.6,1.44,,Virtus Reaves Utilities ETF,0.49,-0.01641016,0.0,24.09728,UTES,,,1522195200.0,,,,,,,,
Utilities,utilities,20,IDU,iShares U.S. Utilities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.19,21.574973,-5.04694,16.76347,1784318400,114.84,117.09,114.84,0.0,-0.830002,114.61 - 117.09,114.61,32711,1784326510.0,False,False,False,USD,961507800000,114.8,114.84,iShares U.S. Utilities ETF,True,NYSEArca,2,0.0,0.019711247,7.04992,-0.63981,-0.63981,1393440130.0,CLOSED,-0.71756,116.36,160548,52390,[],9.779999,400,us_market,0.093089655,105.06 - 120.82,-5.9800034,500,-0.049495146,7.186854,5.3157163,5850000.0,115.67,finmb_8796481,82.622,113.468,1.371994,0.012091462,113.37855,1.4614487,1.3899446,15,0,America/New_York,EDT,-14400000,PCX,120.82,105.06,2.19,USD,iShares U.S. Utilities ETF,0.38,0.012889992,2.28,21.60386,IDU,,,,,,,,,,,
Utilities,utilities,21,FXU,First Trust Utilities AlphaDEX Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.15,17.93722,-2.22015,17.70079,1784318400,49.64,50.7888,50.0,0.3600006,-0.369999,49.54 - 50.7888,49.54,275173,1784330352.0,False,False,False,USD,1178803800000,49.5,50.09,First Trust Utilities AlphaDEX Fund,True,NYSEArca,2,0.7252228,,10.70816,-0.00882,-0.00882,814476860.0,CLOSED,-0.73985,50.34,257474,255610,[],6.450001,200,us_market,0.14934015,43.19 - 51.62,-1.9799995,500,-0.038357217,13.957763,2.75182,,50.01,finmb_34336517,,48.6504,0.98960114,0.02034107,47.7952,1.844799,,15,0,America/New_York,EDT,-14400000,PCX,51.62,43.19,2.15,,First Trust Utilities AlphaDEX ,0.61,0.038597997,,18.038969,FXU,,,,,,,,,,,
Utilities,utilities,22,PSK,State Street SPDR ICE Preferred Securities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,9.01438,1.61451,1784318394,30.45,30.48,30.45,0.0,-0.00999832,30.43 - 30.48,30.43,98650,1784322300.0,False,False,False,USD,1253194200000,15.22,30.44,State Street SPDR ICE Preferred Securities ETF,True,NYSEArca,2,0.0,0.0,-0.97753,0.98639,0.98639,707818750.0,CLOSED,-0.0328244,30.43,77114,100980,[],0.12000084,3400,us_market,0.0039565065,30.33 - 33.77,-3.3199997,500,-0.0983121,-4.664999,,,30.46,finmb_65922825,,30.7822,-0.3321991,-0.010791922,31.71895,-1.2689495,,15,0,America/New_York,EDT,-14400000,PCX,33.77,30.33,7.06,,State Street SPDR ICE Preferred,0.45,-0.040006038,0.0,,PSK,0.23,132.39131,,,,,,,,,
Utilities,utilities,23,FTRB,Federated Hermes Total Return Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.5,10.395010395010395,,,1784318191,24.9766,25.0,24.9766,0.0,0.0216007,24.97 - 25.0,24.97,27464,1784322300.0,False,False,False,USD,1704378600000,21.94,31.22,Federated Hermes Total Return Bond ETF,True,NYSEArca,2,0.0,0.0,0.61611,0.83245,0.83245,592248640.0,CLOSED,0.0865587,25.02,136483,93750,[],0.19659996,200,us_market,0.007933816,24.78 - 25.84,-0.8633995,200,-0.033413295,-0.1319468,3.4886134,,24.955,finmb_1854828840,,25.06916,-0.092559814,-0.0036921785,25.340176,-0.36357498,,15,0,America/New_York,EDT,-14400000,PCX,25.84,24.78,4.31,,Federated Hermes Total Return B,0.39,-0.014347768,0.0,7.159464,FTRB,,,,,,,,,,,
