sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_currency,screen_ask,screen_bid,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_regular_market_change_percent,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_financial_currency,screen_short_name,screen_net_expense_ratio,screen_symbol,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date
Financials,financial-services,99,DYFI,IDX Dynamic Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,5.53,59.98800239952009,,,True,1704897000000,2,,,,,-0.049999237,-0.049999237,-0.22094229,,1787947200,22.58,22.615,22.58 - 22.615,22.58,4874,22.63,2,2,us_market,finmb_1853437671,NasdaqGM,IDX Dynamic Fixed Income ETF,22.6,6471,12970,[],0.07999992,0.003555552,22.5 - 23.47,-0.8899994,-0.037920725,-2.9234767,0.0,59.253242,0.0,-0.18297,-0.01313,-0.01313,56386008.0,PRE,0.3810762,USD,29.06,16.28,NGM,23.47,22.5,4.62,-0.22094229,,,22.67992,-0.09992027,-0.0044056713,22.91472,-0.3347206,-0.014607231,,15,0,America/New_York,EDT,-14400000,False,False,False,,IDX Dynamic Fixed Income ETF,1.13,DYFI,,,,2024-01-10,,,,,,
Financials,financial-services,100,PVEX,TrueShares ConVequity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1751290200000,2,,,,,-0.1089,-0.1089,-0.347309,,1787946874,31.2465,31.2465,31.235 - 31.2465,31.235,707,31.3554,1400,1400,us_market,finmb_1947041755,Cboe US,TrueShares ConVequity ETF,31.235,6730,2740,[],5.1154995,0.19576363,26.131 - 32.62,-1.3734989,-0.04210604,19.578278,0.0,,0.0,6.89075,2.32228,2.32228,55729104.0,PRE,,USD,0.0,0.0,BTS,32.62,26.131,0.18,-0.347309,,,30.75422,0.49228096,0.016006941,29.31473,1.9317703,0.0658976,,15,0,America/New_York,EDT,-14400000,False,False,False,,TrueShares ConVex Protect ETF,0.82,PVEX,,,,,,,,,,
Financials,financial-services,101,FFIU,Fieldstone UVA Unconstrained Medium-Term Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,7.59546,0.11199,True,1503322200000,2,,,,,-0.0501995,-0.0501995,-0.233321,,1787840093,21.465,21.465,21.465 - 21.465,21.465,38,21.5152,2100,2500,us_market,finmb_428736151,NYSEArca,Fieldstone UVA Unconstrained Medium-Term Fixed Income ETF,21.535,3098,710,[],0.15500069,0.007273613,21.31 - 23.11,-1.6450005,-0.07118133,-2.4761498,0.0,,0.0,-1.55855,-1.33332,-1.33332,52232176.0,PRE,,USD,24.51,18.51,PCX,23.11,21.31,4.17,-0.233321,,,21.59178,-0.12677956,-0.0058716587,21.99643,-0.5314293,-0.024159798,,15,0,America/New_York,EDT,-14400000,False,False,False,,UVA Unconstrained Medium-Term F,0.54,FFIU,,,,,,,,,,
Financials,financial-services,102,GABF,Gabelli Financial Services Opportunities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.0,16.236402,,,True,1652189400000,2,,,,,0.102798,0.102798,0.220006,,1787946008,46.8281,47.0,46.8281 - 47.0,46.8281,2081,46.7253,900,800,us_market,finmb_1781635389,NYSEArca,Gabelli Financial Services Opportunities ETF,47.0,4352,2100,[],8.488098,0.22139014,38.34 - 49.805,-2.976902,-0.059771147,-3.7688553,0.0,,0.0,-2.05416,1.17836,1.17836,51811544.0,PRE,,USD,74.45,18.83,PCX,49.805,38.34,2.0,0.220006,,,45.58484,1.2432594,0.027273528,44.86167,1.9664268,0.043833114,,15,0,America/New_York,EDT,-14400000,False,False,False,,Gabelli ETFs Trust Gabelli Fina,1.24,GABF,,,,,,,,,,
Financials,financial-services,103,FDIQ,Invesco Bloomberg Financial Data Providers ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.14,16.531658,-0.66798,36.14797,True,1320154200000,2,,,,,0.53500366,0.45000458,0.5932822,,1787947200,76.385,76.685,76.29 - 76.685,76.29,5786,75.85,1,1,us_market,finmb_142432153,NasdaqGM,Invesco Bloomberg Financial Data Providers ETF,76.52,3879,2310,[],20.785004,0.373831,55.6 - 76.69,-0.3050003,-0.0039770543,21.970295,0.0,17.675022,0.0,16.61059,0.49791,0.49791,49983528.0,PRE,4.3216352,USD,74.48,69.22,NGM,76.69,55.6,2.14,0.7053443,,,70.4104,5.9746017,0.08485397,68.1005,8.2845,0.12165109,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco Bloomberg Financial Dat,0.35,FDIQ,,,,,,,,,,
Financials,financial-services,104,GSIB,Themes Global Systemically Important Banks ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.56,11.594203,,,True,1702650600000,2,,,,,0.46609497,0.3899994,0.6082336,,1787947200,64.5861,64.7371,64.48 - 64.7371,64.48,4926,64.12,2,2,us_market,finmb_1849930490,NasdaqGM,Themes Global Systemically Important Banks ETF,64.7371,15492,10900,[],19.216099,0.42354196,45.37 - 66.7,-2.1138992,-0.031692643,40.090668,0.0,11.616506,0.0,22.72948,15.67085,15.67085,48239768.0,PRE,5.559856,USD,83.02,46.31,NGM,66.7,45.37,1.56,0.7269104,,,62.93138,1.6547165,0.02629398,55.908855,8.677242,0.15520336,,15,0,America/New_York,EDT,-14400000,False,False,False,,Themes Global Systemically Impo,0.35,GSIB,,,,2023-12-15,,,,,,
Financials,financial-services,105,BCFN,Baron Financials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,21.838829,,,True,1765809000000,2,,,,,-0.11999893,-0.074998856,-0.31334388,,1787947200,23.815,23.9605,23.815 - 23.9605,23.815,6032,23.935,2,2,us_market,finmb_640978186,NasdaqGM,Baron Financials ETF,23.86,2557,2220,[],3.7749996,0.18837322,20.04 - 25.57,-1.7549992,-0.068635084,-4.010481,0.0,22.932035,0.0,-8.77556,4.18665,4.18665,48016488.0,PRE,1.0385035,USD,29.56,16.68,NGM,25.57,20.04,0.0,-0.5013534,,,22.64986,1.1651402,0.051441383,22.40274,1.41226,0.06303961,,15,0,America/New_York,EDT,-14400000,False,False,False,,Baron Financials ETF,0.8,BCFN,,,,2025-12-15,,,,,,
Financials,financial-services,106,FDFF,Fidelity Disruptive Finance ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.98,17.274141,,,True,1686576600000,2,,,,,-0.14139938,-0.0099983215,-0.026201053,,1787947200,38.0186,38.15,38.0186 - 38.15,38.0186,1291,38.16,2,2,us_market,finmb_647379382,NasdaqGM,Fidelity Disruptive Finance ETF,38.15,3517,2890,[],7.8586006,0.26056367,30.16 - 38.35,-0.331398,-0.008641409,2.8569102,0.0,18.478863,0.0,0.21902,5.98823,5.98823,44232360.0,PRE,2.0574102,USD,47.06,26.43,NGM,38.35,30.16,0.98,-0.37054345,,,35.46114,2.5574608,0.07212009,34.16401,3.8545914,0.11282609,,15,0,America/New_York,EDT,-14400000,False,False,False,,Fidelity Disruptive Finance ETF,0.5,FDFF,,,,2023-06-12,,,,,,
Financials,financial-services,107,IHY,VanEck International High Yield Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.32,59.98800239952009,12.18619,-3.12641,True,1333459800000,2,,,,,-0.0500011,-0.0500011,-0.229943,,1787945241,21.695,21.73,21.6609 - 21.73,21.6609,2116,21.745,200,100,us_market,finmb_183592819,NYSEArca,VanEck International High Yield Bond ETF,21.73,7834,3830,[],0.5149994,0.024315363,21.18 - 22.5,-0.8050003,-0.035777792,-1.0036469,0.0,60.28393,0.0,1.30754,0.05731,0.05731,43239680.0,PRE,0.3598803,USD,24.63,18.63,PCX,22.5,21.18,5.78,-0.229943,,,21.6234,0.07159996,0.003311226,21.82545,-0.1304512,-0.005977022,,15,0,America/New_York,EDT,-14400000,False,False,False,,VanEck International High Yield,0.4,IHY,,,,,,,,,,
Financials,financial-services,108,BNKU,MicroSectors™ U.S. Big Banks 3x Leveraged ETNs,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,14.990256,114.6945,0.0,True,1740061800000,2,1.3448982,3.0296097,1788177884.0,45.7367,0.591801,1.2567978,2.825541,45.7367,1787938752,44.3918,44.4799,44.17 - 44.4799,44.17,1187,43.8,200,200,us_market,finmb_1932024668,NYSEArca,MicroSectors™ U.S. Big Banks 3x Leveraged ETNs,44.195,10990,4440,[],21.0938,0.905391,23.298 - 49.46,-5.068199,-0.102470666,71.59644,0.0,15.250517,0.0,26.21208,35.82723,35.82723,43222468.0,PRE,2.910839,USD,69.27,0.0,PCX,49.46,23.298,0.0,1.35114,,112.675,44.16154,0.23025894,0.005214015,34.88775,9.504051,0.27241802,0.39398092,15,0,America/New_York,EDT,-14400000,False,False,False,CAD,MicroSectors U.S. Big Banks 3 L,0.35,BNKU,1756125000.0,1756470600.0,,,,1748433600.0,1748433600.0,False,,
Financials,financial-services,109,BRKU,Direxion Daily BRKB Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.47,15.2207,,,True,1733927400000,2,-0.17000008,-0.73688805,1788163262.0,22.9,0.18190002,0.20999908,0.91863114,22.9,1787947200,23.0419,23.1131,22.8901 - 23.1131,22.8901,54480,22.86,1,1,us_market,finmb_1901305092,NasdaqGM,Direxion Daily BRKB Bull 2X Shares,22.8901,122087,99760,[],2.7919006,0.13787164,20.25 - 26.8,-3.7580986,-0.14022757,-11.614883,0.0,14.72699,0.0,-3.209,13.48072,13.48072,42270512.0,PRE,1.5646036,USD,24.38,24.2,NGM,26.8,20.25,2.47,0.7957132,,,22.94386,0.098041534,0.004273106,23.07206,-0.030158997,-0.0013071654,,15,0,America/New_York,EDT,-14400000,False,False,False,,Direxion Daily BRKB Bull 2X ETF,1.02,BRKU,,,,2024-12-11,,,,,,
Financials,financial-services,110,FCBD,Frontier Asset Core Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1734705000000,2,,,,,-0.0599003,-0.0599003,-0.237183,,1787943802,25.195,25.29,25.16 - 25.29,25.16,3220,25.2549,800,1100,us_market,finmb_1900657967,NYSEArca,Frontier Asset Core Bond ETF,25.27,3441,1830,[],1.0900002,0.04521884,24.105 - 25.943,-0.7480011,-0.028832482,-1.9230008,0.0,32.175426,0.0,0.14958,-0.1909,-0.1909,40201464.0,PRE,0.78305095,USD,0.0,0.0,PCX,25.943,24.105,4.18,-0.237183,,,25.2296,-0.03460121,-0.0013714529,25.478765,-0.2837658,-0.011137345,,15,0,America/New_York,EDT,-14400000,False,False,False,,Frontier Asset Core Bond ETF,0.84,FCBD,,,,,,,,,,
Financials,financial-services,111,FXED,Sound Enhanced Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,7.19,14.196479,,,True,1609770600000,2,,,,,-0.0949993,-0.0949993,-0.54802,,1787947199,17.24,17.385,17.23 - 17.385,17.23,3772,17.335,500,200,us_market,finmb_697582752,NYSE,Sound Enhanced Fixed Income ETF,17.32,4601,4460,[],0.16900063,0.009899868,17.071 - 19.0,-1.7600002,-0.09263159,-6.986779,0.0,14.126828,0.0,0.136,-1.18252,-1.18252,39445436.0,PRE,1.220373,USD,0.0,0.0,NYQ,19.0,17.071,7.19,-0.54802,,,17.42068,-0.18067932,-0.010371543,17.70129,-0.46129036,-0.026059702,,15,0,America/New_York,EDT,-14400000,False,False,False,,Sound Enhanced Fixed Income ETF,1.89,FXED,,,,,,,,,,
Financials,financial-services,112,CEFZ,RiverNorth Active Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,9.3,16.957775,13.08842,16.28002,True,1754314200000,2,,,,,-0.00185966,-0.00185966,-0.0224818,,1787947186,8.27,8.34,8.24 - 8.34,8.24,62030,8.27186,100,2000,us_market,finmb_43967927,Cboe US,RiverNorth Active Income ETF,8.45,20033,38030,[],0.7000003,0.09247031,7.57 - 8.7,-0.42999935,-0.049425215,1.972878,0.0,16.875744,0.0,4.66308,0.36939,0.36939,39380020.0,PRE,0.4900525,USD,12.9,0.0,BTS,8.7,7.57,10.17,-0.0224818,,,8.23162,0.038380623,0.0046625845,8.20487,0.065130234,0.007937997,,15,0,America/New_York,EDT,-14400000,False,False,False,,RiverNorth Active Income ETF,3.36,CEFZ,,,,,,,,,,
Financials,financial-services,113,FBDC,FT Confluence BDC & Specialty Finance Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,12.35,11.615751,,,True,1751290200000,2,,,,,-0.00499916,-0.00499916,-0.0282518,,1787941140,17.69,17.8039,17.69 - 17.8039,17.69,4145,17.695,200,300,us_market,finmb_33352079,NYSEArca,FT Confluence BDC & Specialty Finance Income ETF,17.74,10974,10420,[],1.4200001,0.0872772,16.27 - 21.29,-3.6000004,-0.16909347,-16.485697,0.0,12.2405815,0.0,-7.23171,-4.43538,-4.43538,33827376.0,PRE,1.4451928,USD,27.6,17.0,PCX,21.29,16.27,12.35,-0.0282518,0.0,,17.20576,0.4842415,0.028144151,17.89658,-0.20657921,-0.011542943,,15,0,America/New_York,EDT,-14400000,False,False,False,,FT Confluence BDC & Specialty F,12.44,FBDC,,,,,,,,,,
Financials,financial-services,114,VPC,Virtus Private Credit ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,16.43,11.142061,21.55378,33.03279,True,1549636200000,2,,,,,0.0199003,0.0199003,0.125791,,1787923800,15.84,15.84,15.84 - 15.84,15.84,393,15.8201,400,100,us_market,finmb_599853206,NYSEArca,Virtus Private Credit ETF,15.82,9898,5810,[],1.5200005,0.106145285,14.32 - 20.82,-4.9799995,-0.23919307,-23.367197,0.0,11.925823,0.0,-11.4413,-6.40604,-6.40604,30336136.0,PRE,1.3282102,USD,0.0,15.23,PCX,20.82,14.32,16.43,0.125791,,,15.15426,0.6857405,0.045250673,16.343945,-0.5039444,-0.030833706,,15,0,America/New_York,EDT,-14400000,False,False,False,,Virtus Private Credit Strategy ,10.6,VPC,,,,,,,,,,
Financials,financial-services,115,ISTM,iShares Strategic Metals ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1718199000000,2,,,,,-0.4741001,-0.35499954,-1.1269827,,1787947200,31.0259,31.88,31.0259 - 31.88,31.0259,2862,31.5,2,2,us_market,finmb_1829439859,NasdaqGM,iShares Strategic Metals ETF,31.88,5798,5600,[],6.2418995,0.25185198,24.784 - 37.544,-6.518099,-0.17361227,23.78217,0.0,,0.0,2.91339,-5.71258,-5.71258,29227980.0,PRE,,USD,38.36,21.78,NGM,37.544,24.784,14.38,-1.5050796,,,29.75526,1.2706394,0.042703018,30.53245,0.49345016,0.0161615,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares Strategic Metals ETF,0.47,ISTM,,,,,,,,,,
Financials,financial-services,116,SSFI,Day Hagan Smart Sector Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.4,59.41770647653,,,True,1632922200000,2,,,,,-0.0600014,-0.0600014,-0.284097,,1787941564,21.06,21.12,21.06 - 21.12,21.06,1184,21.12,4300,4300,us_market,finmb_1679577816,NYSEArca,Day Hagan Smart Sector Fixed Income ETF,21.12,3295,1940,[],0.12999916,0.0062111397,20.93 - 21.845,-0.78499985,-0.035934992,-1.9553065,0.0,57.479874,0.0,-0.9332,-0.92858,-0.92858,29125062.0,PRE,0.3663891,USD,24.07,18.04,PCX,21.845,20.93,3.66,-0.284097,,,21.16072,-0.10072136,-0.0047598267,21.42455,-0.36454964,-0.017015511,,15,0,America/New_York,EDT,-14400000,False,False,False,,Day Hagan Smart Sector Fixed In,0.76,SSFI,,,,,,,,,,
Financials,financial-services,117,PSCF,Invesco S&P SmallCap Financials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.13,14.688602,5.6322,27.99677,True,1270647000000,2,,,,,-0.036102295,0.0,0.0,,1787947200,66.5339,66.5339,66.5339 - 66.5339,66.5339,323,66.57,2,2,us_market,finmb_100588837,NasdaqGM,Invesco S&P SmallCap Financials ETF,66.5339,3922,6230,[],12.233898,0.225302,54.3 - 68.6,-2.066101,-0.030118093,14.273441,0.0,14.585589,0.0,17.99752,8.81961,8.81961,27492088.0,PRE,4.561619,USD,87.02,49.09,NGM,68.6,54.3,2.13,-0.054232076,,,66.3706,0.16329956,0.0024604201,61.1419,5.3919983,0.08818827,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco S&P SmallCap Financials,0.29,PSCF,,,1498780800.0,,,,,,,
Financials,financial-services,118,BCDF,Horizon Kinetics Blockchain Development ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.37,13.385089,,,True,1659447000000,2,,,,,-0.185501,-0.185501,-0.539414,,1787924377,34.2039,34.365,34.2039 - 34.365,34.2039,357,34.3894,300,300,us_market,finmb_1787754465,NYSEArca,Horizon Kinetics Blockchain Development ETF,34.365,1117,1040,[],5.193899,0.17903823,29.01 - 36.27,-2.066101,-0.05696446,10.69256,0.0,14.2724695,0.0,7.29845,-0.70891,-0.70891,23355174.0,PRE,2.3964949,USD,0.0,0.0,PCX,36.27,29.01,2.37,-0.539414,,,31.87896,2.3249397,0.072930224,31.562765,2.6411343,0.0836788,,15,0,America/New_York,EDT,-14400000,False,False,False,,Horizon Kinetics Blockchain Dev,0.85,BCDF,,,,,,,,,,
Financials,financial-services,119,BITS,Global X Blockchain & Bitcoin Strategy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,26.5,12.901561088891757,,,True,1637073000000,2,,,,,-4.278599,-4.169998,-6.194293,,1787947200,63.0414,63.15,63.0414 - 63.15,63.0414,1077,67.32,2,2,us_market,finmb_1681543717,NasdaqGM,Global X Blockchain & Bitcoin Strategy ETF,63.15,2068,2650,[],14.1614,0.28971767,48.88 - 118.78,-55.738598,-0.4692591,-22.231133,0.0,15.072877,0.0,-11.34821,-12.21516,-12.21516,23142744.0,PRE,4.18244,USD,56.85,40.82,NGM,118.78,48.88,25.64,-6.3556137,,,58.21684,4.824562,0.08287228,64.56516,-1.5237617,-0.02360037,,15,0,America/New_York,EDT,-14400000,False,False,False,,Global X Blockchain & Bitcoin S,0.65,BITS,,,,2021-11-16,,,,,,
Financials,financial-services,120,DECO,State Street Galaxy Digital Asset Ecosystem ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.72,27.754649,,,True,1725975000000,2,,,,,-4.766403,-1.1050034,-1.4757975,,1787947200,70.1086,73.77,70.1086 - 73.77,70.1086,402,74.875,2,1,us_market,finmb_1888324993,NasdaqGM,State Street Galaxy Digital Asset Ecosystem ETF,73.77,1431,560,[],31.537598,0.8176505,38.571 - 84.745,-14.636406,-0.17271113,78.63076,0.0,24.278584,0.0,61.24452,29.93736,29.93736,20499770.0,PRE,2.8876724,USD,78.0,55.5,NGM,84.745,38.571,0.72,-6.365814,,,75.2502,-5.1416016,-0.06832675,59.882496,10.226101,0.17076945,,15,0,America/New_York,EDT,-14400000,False,False,False,,State Street Galaxy Digital Ass,0.65,DECO,,,,2024-09-10,,,,,,
Financials,financial-services,121,TFNS,T. Rowe Price Financials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.46,15.933716,,,True,1749735000000,2,,,,,0.1243,0.115600586,0.38916993,,1787947200,29.8287,29.89,29.82 - 29.89,29.82,2893,29.7044,2,2,us_market,finmb_1931381070,NasdaqGM,T. Rowe Price Financials ETF,29.82,4930,3960,[],5.5287,0.22751851,24.3 - 30.109,-0.28030014,-0.0093095135,12.6685505,0.0,16.231033,0.0,6.4798,9.92108,9.92108,17551650.0,PRE,1.8377572,USD,38.11,21.32,NGM,30.109,24.3,0.46,0.41845655,,,28.96244,0.8662586,0.029909724,27.09991,2.7287884,0.10069363,,15,0,America/New_York,EDT,-14400000,False,False,False,,T. Rowe Price Financials ETF,0.44,TFNS,,,,2025-06-12,,,,,,
Financials,financial-services,122,PYPY,Yieldmax PYPL Option Income Strategy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,40.68,18.93939393939394,,,True,1695735000000,2,0.1400013,0.5353778,1788176816.0,26.29,-4.0744,-0.0099983215,-0.03801643,26.29,1787947200,26.15,26.84,26.0 - 26.84,26.0,83171,30.2244,7400,300,us_market,finmb_1850980279,NYSEArca,Yieldmax PYPL Option Income Strategy ETF,26.29,20079,27200,[],2.0,0.08281574,24.15 - 59.135,-32.985,-0.55779153,-53.386806,0.0,,0.0,-1.89855,12.82773,12.82773,13189627.0,PRE,,USD,26.65,20.0,PCX,59.135,24.15,9.33,-13.4805,,,28.66346,-2.5134602,-0.087688655,32.33744,-6.187441,-0.19133985,,15,0,America/New_York,EDT,-14400000,False,False,False,,YieldMax PYPL Option Income Str,1.31,PYPY,,,,,,,,,,
Financials,financial-services,123,MNRS,Grayscale Bitcoin Miners ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1738247400000,2,,,,,-3.0039,-3.0039,-8.50043,,1787946805,32.3343,34.2,32.18 - 34.2,32.18,3291,35.3382,100,300,us_market,finmb_1916732953,NYSEArca,Grayscale Bitcoin Miners ETF,34.2,9093,4440,[],9.094301,0.39132106,23.24 - 56.46,-24.125698,-0.42730603,5.7219505,0.0,6.5242143,0.0,15.19255,-1.67421,-1.67421,12086550.0,PRE,4.956045,USD,0.0,0.0,PCX,56.46,23.24,0.47,-8.50043,,,36.80338,-4.469078,-0.12143119,35.614277,-3.279976,-0.09209722,,15,0,America/New_York,EDT,-14400000,False,False,False,,Grayscale Bitcoin Miners ETF,0.59,MNRS,,,,,,,,,,
Financials,financial-services,124,KPHO,KraneShares Dragon Capital Vietnam Growth Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1764858600000,2,,,,,0.0424004,0.0424004,0.180978,,1787673598,23.4708,23.4708,23.4708 - 23.4708,23.4708,93,23.4284,500,400,us_market,finmb_1956653073,NYSEArca,KraneShares Dragon Capital Vietnam Growth Index ETF,23.31,804,420,[],2.8208008,0.13660052,20.65 - 26.42,-2.9491997,-0.11162754,-7.141161,0.0,8.862425,0.0,-11.26932,-9.08712,-9.08712,11995430.0,PRE,2.6483498,USD,0.0,0.0,PCX,26.42,20.65,,0.180978,,,22.66336,0.8074398,0.03562754,23.956099,-0.48529816,-0.020257812,,15,0,America/New_York,EDT,-14400000,False,False,False,,KraneShares Dragon Capital Grow,1.02,KPHO,,,,,,,,,,
