sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_currency,screen_ask,screen_bid,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_regular_market_change_percent,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_financial_currency,screen_short_name,screen_net_expense_ratio,screen_symbol,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date
Financials,financial-services,47,KCE,State Street SPDR S&P Capital Markets ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.67,20.296326,32.09532,40.1612,True,1132065000000,2,,,,,-0.451202,-0.451202,-0.262567,,1787947111,171.392,173.07,171.3918 - 173.07,171.3918,7859,171.843,400,100,us_market,finmb_25874942,NYSEArca,State Street SPDR S&P Capital Markets ETF,172.46,14809,12770,[],39.082,0.29538208,132.31 - 173.07,-1.678009,-0.00969555,11.263311,2.265,21.717123,0.013180636,7.9307,5.85584,5.85584,456510240.0,PRE,7.892021,USD,0.0,0.0,PCX,173.07,132.31,1.67,-0.262567,700000.0,145.006,160.087,11.304993,0.0706178,151.4869,19.905106,0.1313982,1.1819649,15,0,America/New_York,EDT,-14400000,False,False,False,USD,State Street SPDR S&P Capital M,0.35,KCE,,,,,,,,,,
Financials,financial-services,48,DPST,Direxion Daily Regional Banks Bull 3X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.49,13.185654,-55.83426,107.9059,True,1440077400000,2,-1.168396,-0.86859906,1788178208.0,133.3466,-0.119995,-1.168396,-0.86859906,133.3466,1787947200,134.52,137.32,133.41 - 137.32,133.41,213075,134.64,400,100,us_market,finmb_282278119,NYSEArca,Direxion Daily Regional Banks Bull 3X Shares,135.46,295804,218740,[],61.86,0.85136247,72.66 - 158.88,-24.36,-0.15332326,23.390198,0.0,12.145537,0.0,45.9638,25.0146,25.0146,434410368.0,PRE,11.075673,USD,0.0,133.11,PCX,158.88,72.66,1.49,-0.0891229,,,143.3816,-8.861603,-0.06180432,117.9677,16.552307,0.1403122,,15,0,America/New_York,EDT,-14400000,False,False,False,,Direxion Daily Regional Banks B,0.92,DPST,,,,,,,,,,
Financials,financial-services,49,HYBB,iShares BB Rated Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1602163800000,2,1.4101028,3.0272777,1788176700.0,47.99,-0.080101,-0.080101,-0.17167,47.99,1787939557,46.5799,46.66,46.5799 - 46.66,46.5799,10408,46.66,100,200,us_market,finmb_576596422,NYSEArca,iShares BB Rated Corporate Bond ETF,46.67,80655,20840,[],0.65990067,0.014370659,45.92 - 47.505,-0.92510223,-0.019473786,-0.51259995,0.0,,0.0,1.40857,0.3995,0.3995,425747328.0,PRE,,USD,49.68,43.68,PCX,47.505,45.92,5.88,-0.17167,,,46.55052,0.029376984,0.00063107745,46.822914,-0.24301529,-0.005190093,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares BB Rated Corporate Bond,0.25,HYBB,,,,,,,,,,
Financials,financial-services,50,CEFS,Saba Opportunistically Hedged Closed-End Funds ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,6.17,22.104332,21.10303,15.66736,True,1490103000000,2,,,,,-0.0249996,-0.0249996,-0.098385,,1787947186,25.385,25.55,25.28 - 25.55,25.28,69527,25.41,400,100,us_market,finmb_416182296,Cboe US,Saba Opportunistically Hedged Closed-End Funds ETF,25.47,80331,69980,[],3.335001,0.15124722,22.05 - 25.98,-0.5949993,-0.022902206,13.376511,0.0,22.625744,0.0,13.66242,2.82981,2.82981,424801856.0,PRE,1.121952,USD,25.94,24.25,BTS,25.98,22.05,6.17,-0.098385,,,25.31546,0.069540024,0.002746939,23.971926,1.4130745,0.058947057,,15,0,America/New_York,EDT,-14400000,False,False,False,,Saba Opportunistically Hedged C,2.61,CEFS,,,,,,,,,,
Financials,financial-services,51,APLU,Allspring Core Plus ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1733409000000,2,,,,,-0.039999,-0.039999,-0.164707,,1787947185,24.245,24.3485,24.23 - 24.3485,24.23,31123,24.285,200,400,us_market,finmb_1901488458,NYSEArca,Allspring Core Plus ETF,24.36,41725,42080,[],0.20499992,0.008527451,24.04 - 25.63,-1.3849983,-0.054038174,-2.728182,0.0,56.88381,0.0,-0.52735,-0.72936,-0.72936,419748864.0,PRE,0.42621973,USD,0.0,0.0,PCX,25.63,24.04,4.91,-0.164707,,,24.39288,-0.14787865,-0.0060623693,24.78292,-0.53792,-0.02170527,,15,0,America/New_York,EDT,-14400000,False,False,False,,Allspring Core Plus ETF,0.31,APLU,,,,,,,,,,
Financials,financial-services,52,CONL,GraniteShares 2x Long COIN Daily ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.14,59.98800239952009,,,True,1660138200000,2,0.12979984,2.2973423,1788179005.0,5.7798,-0.8499999,0.12979984,2.2973423,5.7798,1787947201,5.65,6.37,5.5 - 6.37,5.5,25333573,6.5,1,1,us_market,finmb_1780713210,NasdaqGM,GraniteShares 2x Long COIN Daily ETF,6.17,20968253,30132890,[],2.0900002,0.5870787,3.56 - 52.4,-46.75,-0.89217556,-81.943115,0.0,,0.0,-72.78308,-48.58247,-48.58247,413995136.0,PRE,,USD,4.12,4.09,NGM,52.4,3.56,0.0,-13.076922,,,4.9177,0.7323003,0.14891113,9.895425,-4.2454247,-0.42902905,,15,0,America/New_York,EDT,-14400000,False,False,False,,GraniteShares 2x Long COIN Dail,1.04,CONL,,,,,,,,,,
Financials,financial-services,53,KBWD,Invesco KBW High Dividend Yield Financial ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,14.48,7.959882,19.98329,31.84583,True,1291300200000,2,0.0001001358,0.0008010864,1788175135.0,12.5001,-0.03999996,-0.03999996,-0.31897897,12.5001,1787947201,12.5,12.605,12.49 - 12.605,12.49,353257,12.54,1,1,us_market,finmb_116573022,NasdaqGM,Invesco KBW High Dividend Yield Financial ETF,12.57,391211,303550,[],0.6000004,0.050420202,11.9 - 14.74,-2.2399998,-0.15196742,-11.598301,0.0,8.284639,0.0,-4.97016,-7.01714,-7.01714,405487104.0,PRE,1.5088164,USD,12.35,12.26,NGM,14.74,11.9,14.48,-0.31897897,,,12.3756,0.12440014,0.0100520495,13.0573,-0.5572996,-0.042681076,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco KBW High Dividend Yield,5.39,KBWD,,,1498780800.0,,,,,,,
Financials,financial-services,54,DIAL,Columbia Diversified Fixed Income Allocation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,8.48247,-0.97431,True,1507901400000,2,,,,,-0.0699997,-0.0699997,-0.388671,,1787947200,17.94,18.0098,17.9304 - 18.0098,17.9304,20788,18.01,100,1500,us_market,finmb_530390171,NYSEArca,Columbia Diversified Fixed Income Allocation ETF,18.0,64471,30880,[],0.09000015,0.0050420254,17.85 - 18.62,-0.6800003,-0.036519885,-1.2386441,0.0,,0.0,0.03138,-0.53995,-0.53995,386341760.0,PRE,,USD,18.75,17.13,PCX,18.62,17.85,5.13,-0.388671,,,18.0065,-0.06649971,-0.0036930947,18.228874,-0.28887367,-0.015847038,,15,0,America/New_York,EDT,-14400000,False,False,False,,Columbia Diversified Fixed Inco,0.29,DIAL,,,,,,,,,,
Financials,financial-services,55,BITQ,Bitwise Crypto Industry Innovators ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,13.464386697185942,,,True,1620826200000,2,0.23999977,0.97284055,1788176700.0,24.91,-1.57,-1.57,-5.98323,24.91,1787947200,24.67,25.83,24.487 - 25.83,24.487,79437,26.24,3000,400,us_market,finmb_706371483,NYSEArca,Bitwise Crypto Industry Innovators ETF,25.73,105763,139700,[],8.02,0.48168173,16.65 - 31.45,-6.7800007,-0.2155803,18.719923,0.0,16.895544,0.0,14.03684,-4.30582,-4.30582,382129280.0,PRE,1.4601483,USD,26.52,24.09,PCX,31.45,16.65,0.0,-5.98323,,,24.00982,0.66017914,0.027496213,22.979305,1.6906948,0.07357467,,15,0,America/New_York,EDT,-14400000,False,False,False,,Bitwise Crypto Industry Innovat,0.85,BITQ,,,,,,,,,,
Financials,financial-services,56,PICB,Invesco International Corporate Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,11.75178,-6.82728,True,1275571800000,2,,,,,-0.15,-0.15,-0.644605,,1787947185,23.12,23.285,23.12 - 23.285,23.12,66191,23.27,300,300,us_market,finmb_107146870,NYSEArca,Invesco International Corporate Bond ETF,23.25,91612,66580,[],0.3900013,0.017157998,22.73 - 24.56,-1.4399986,-0.058631867,-1.6588688,0.0,,0.0,-1.44562,-1.30856,-1.30856,358795232.0,PRE,,USD,25.0,20.12,PCX,24.56,22.73,3.43,-0.644605,,,23.122,-0.0019989014,-8.645019e-05,23.5416,-0.42159843,-0.017908657,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco International Corporate,0.5,PICB,,,,,,,,,,
Financials,financial-services,57,FTXO,First Trust Nasdaq Bank ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.72,13.599891,0.19401,40.55885,True,1475847000000,2,,,,,0.14999771,0.14999771,0.35910392,,1787947200,41.92,42.11,41.8 - 42.11,41.8,74427,41.77,20,3,us_market,finmb_374007780,NasdaqGM,First Trust Nasdaq Bank ETF,41.9,93715,92410,[],9.019997,0.27416402,32.9 - 44.12,-2.2000008,-0.049864024,17.69991,0.0,13.476441,0.0,13.12146,8.85658,8.85658,309486784.0,PRE,3.1106133,USD,43.44,43.34,NGM,44.12,32.9,1.72,0.35910392,,,42.2917,-0.3717003,-0.008788966,38.927864,2.992134,0.07686356,,15,0,America/New_York,EDT,-14400000,False,False,False,,First Trust Nasdaq Bank ETF,0.6,FTXO,,,1490918400.0,,,,,,,
Financials,financial-services,58,RSPF,Invesco S&P 500 Equal Weight Financials ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.51,15.52795,6.38135,36.37179,True,1162909800000,2,,,,,-0.110001,-0.110001,-0.129018,,1787947191,85.15,85.63,85.141 - 85.63,85.141,8911,85.26,1200,1300,us_market,finmb_30119234,NYSEArca,Invesco S&P 500 Equal Weight Financials ETF,85.575,20253,16100,[],16.11,0.23334299,69.04 - 86.0,-0.8499985,-0.009883703,9.503603,,15.863724,,7.16836,9.89368,9.89368,307703008.0,PRE,5.3675923,USD,0.0,0.0,PCX,86.0,69.04,1.51,-0.129018,,,82.4602,2.689804,0.032619424,77.4735,7.6764984,0.09908547,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco S&P 500 Equal Weight Fi,0.4,RSPF,,,,,,,,,,
Financials,financial-services,59,BLOX,Nicholas Crypto Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1750167000000,2,0.17999935,1.3615685,1788178819.0,13.4,-0.9621,0.17999935,1.3615685,13.4,1787947200,13.25,14.02,13.19 - 14.02,13.19,359412,14.2121,1000,600,us_market,finmb_1940369392,NYSEArca,Nicholas Crypto Income ETF,14.11,398095,399360,[],1.3199997,0.110645406,11.93 - 28.0,-14.75,-0.52678573,-38.285984,0.0,22.250523,0.0,-5.49642,-5.975,-5.975,284585344.0,PRE,0.59549165,USD,13.57,13.35,PCX,28.0,11.93,51.21,-6.76958,,,14.159,-0.9090004,-0.06419948,16.22435,-2.97435,-0.18332629,,15,0,America/New_York,EDT,-14400000,False,False,False,,Nicholas Crypto Income ETF,0.99,BLOX,,,,,,,,,,
Financials,financial-services,60,EMHC,State Street SPDR Bloomberg Emerging Markets USD Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.62,4.488330341113106,,,True,1617802200000,2,,,,,-0.0699997,-0.0699997,-0.279999,,1787947200,24.93,25.0358,24.93 - 25.0358,24.93,36402,25.0,100,1700,us_market,finmb_683684724,NYSEArca,State Street SPDR Bloomberg Emerging Markets USD Bond ETF,25.03,53004,87890,[],0.3899994,0.015892396,24.54 - 25.86,-0.9300003,-0.035962887,0.767982,0.0,,0.0,0.51558,-0.14256,-0.14256,283241920.0,PRE,,USD,0.0,0.0,PCX,25.86,24.54,6.2,-0.279999,,,25.10702,-0.17701912,-0.0070505827,25.297594,-0.36759377,-0.01453078,,15,0,America/New_York,EDT,-14400000,False,False,False,,State Street SPDR Bloomberg Eme,0.23,EMHC,,,,,,,,,,
Financials,financial-services,61,PBDC,Putnam BDC Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,11.6,10.366991,,,True,1664544600000,2,,,,,-0.0200005,-0.0200005,-0.070748,,1787947200,28.25,28.4737,28.2314 - 28.4737,28.2314,34311,28.27,1400,6600,us_market,finmb_1792287425,NYSEArca,Putnam BDC Income ETF,28.24,116915,65740,[],2.3050003,0.088841796,25.945 - 33.95,-5.700001,-0.16789398,-16.298777,0.0,11.121693,0.0,-9.18583,-4.99265,-4.99265,283074720.0,PRE,2.540081,USD,0.0,0.0,PCX,33.95,25.945,11.6,-0.070748,,,27.21298,1.0370197,0.03810754,28.404076,-0.15407562,-0.0054244194,,15,0,America/New_York,EDT,-14400000,False,False,False,,Putnam BDC Income ETF,13.49,PBDC,,,,,,,,,,
Financials,financial-services,62,KBWP,Invesco KBW Property & Casualty Insurance ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.83,11.690437,7.05667,20.07254,True,1293028200000,2,3.5999908,2.6662648,1788176464.0,138.62,1.0806885,1.1159973,0.8334309,138.62,1787947200,134.9847,135.068,134.4884 - 135.068,134.4884,7047,133.904,1,2,us_market,finmb_116573020,NasdaqGM,Invesco KBW Property & Casualty Insurance ETF,134.72,18847,9170,[],20.364693,0.17767137,114.62 - 140.37,-5.3852997,-0.038365033,10.921192,0.0,11.695176,0.0,7.39571,13.10655,13.10655,272552800.0,PRE,11.541912,USD,175.43,135.25,NGM,140.37,114.62,1.83,0.8070621,,,132.3784,2.6062927,0.019688202,124.7436,10.2410965,0.08209717,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco KBW Property & Casualty,0.35,KBWP,,,1498780800.0,,,,,,,
Financials,financial-services,63,GCC,WisdomTree Enhanced Commodity Strategy Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1201185000000,2,-1.0849991,-4.149136,1788176700.0,25.065,-0.15,-1.0649986,-4.07577,25.065,1787947200,26.15,26.42,26.13 - 26.42,26.13,631456,26.3,600,300,us_market,finmb_30029383,NYSEArca,WisdomTree Enhanced Commodity Strategy Fund,26.49,58368,114000,[],6.119999,0.30554163,20.03 - 26.5,-0.35000038,-0.013207561,25.0,0.0,,0.0,14.52979,-4.04457,-4.04457,269819712.0,PRE,,USD,27.6,22.85,PCX,26.5,20.03,5.8,-0.570341,,,24.3124,1.8375988,0.07558278,23.4589,2.6910992,0.11471549,,15,0,America/New_York,EDT,-14400000,False,False,False,,WisdomTree EnhancedContinuous C,0.57,GCC,,,,,,,,,,
Financials,financial-services,64,WGMI,CoinShares Bitcoin Mining and Digital Power ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,15.262515262515263,,,True,1644330600000,2,0.20999908,0.4918011,1788178754.0,42.91,-3.7599983,-3.7599983,-8.09298,42.91,1787947200,42.7,45.6,42.34 - 45.6,42.34,1247615,46.46,2,2,us_market,finmb_1758497659,NasdaqGM,CoinShares Bitcoin Mining and Digital Power ETF,45.59,691909,788800,[],14.349001,0.5061197,28.351 - 76.94,-34.24,-0.4450221,34.955753,0.0,16.34176,0.0,34.5003,6.78202,6.78202,259669152.0,PRE,2.6129377,USD,54.9,47.27,NGM,76.94,28.351,0.0,-8.09298,,,53.178,-10.478001,-0.19703637,48.56165,-5.8616486,-0.1207053,,15,0,America/New_York,EDT,-14400000,False,False,False,,CoinShares Bitcoin Mining and D,0.75,WGMI,,,,2022-02-08,,,,,,
Financials,financial-services,65,SMLV,State Street SPDR US Small Cap Low Volatility Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,2.21,16.775709,7.44252,27.85767,True,1361457000000,2,,,,,-0.359695,-0.359695,-0.225575,,1787946905,159.097,159.79,159.09 - 159.79,159.09,2359,159.457,300,200,us_market,finmb_228804114,NYSEArca,State Street SPDR US Small Cap Low Volatility Index ETF,159.87,3090,2280,[],34.877,0.28076798,124.22 - 163.75,-4.653,-0.028415266,20.58512,0.0,16.73046,0.0,23.05866,9.83322,9.83322,258429328.0,PRE,9.509422,USD,0.0,0.0,PCX,163.75,124.22,2.21,-0.225575,,,158.6898,0.40719604,0.0025659874,144.5405,14.556503,0.10070882,,15,0,America/New_York,EDT,-14400000,False,False,False,,State Street SPDR US Small Cap ,0.12,SMLV,,,,,,,,,,
Financials,financial-services,66,FDIG,Fidelity Crypto Industry and Digital Payments ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.23,12.471938139186829,,,True,1650547800000,2,,,,,-2.284298,-2.2849998,-5.004928,,1787947200,43.3707,45.1037,43.07 - 45.1037,43.07,16215,45.655,2,1,us_market,finmb_1773076767,NasdaqGM,Fidelity Crypto Industry and Digital Payments ETF,45.09,34855,24830,[],12.730701,0.41549286,30.64 - 60.29,-16.9193,-0.28063193,6.3275337,0.0,15.113112,0.0,6.95556,2.43924,2.43924,247552128.0,PRE,2.8697398,USD,42.07,39.43,NGM,60.29,30.64,1.53,-5.003391,,,42.37196,0.99874115,0.023570804,40.858154,2.5125465,0.061494373,,15,0,America/New_York,EDT,-14400000,False,False,False,,Fidelity Crypto Industry and Di,0.39,FDIG,,,,,,,,,,
Financials,financial-services,67,GPZ,VanEck Alternative Asset Manager ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.97,30.712531,,,True,1749130200000,2,-0.22000122,-0.875801,1788176700.0,24.9,-0.0999985,0.030000687,0.119334474,24.9,1787947193,25.12,25.49,25.12 - 25.49,25.12,88808,25.22,1300,100,us_market,finmb_1940376280,NYSEArca,VanEck Alternative Asset Manager ETF,25.29,190549,159150,[],4.960001,0.24603179,20.16 - 30.195,-5.074999,-0.16807415,-10.471165,0.0,33.182743,0.0,-14.23829,-0.89514,-0.89514,242961712.0,PRE,0.75702,USD,0.0,0.0,PCX,30.195,20.16,0.97,-0.396505,,,23.433,1.6870003,0.0719925,24.10907,1.010931,0.041931566,,15,0,America/New_York,EDT,-14400000,False,False,False,,VanEck Alternative Asset Manage,0.4,GPZ,,,,,,,,,,
Financials,financial-services,68,PRFD,PIMCO Preferred And Capital Securities Active Exchange-Traded Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1674138600000,2,,,,,-0.0499992,-0.0499992,-0.0985013,,1787946705,50.71,50.8085,50.66 - 50.8085,50.66,6451,50.76,500,1500,us_market,finmb_1805852832,NYSEArca,PIMCO Preferred And Capital Securities Active Exchange-Traded Fund,50.8085,17947,8330,[],0.3899994,0.0077503854,50.32 - 52.6,-1.8899994,-0.03593155,-0.37328005,0.0,,0.0,0.93172,0.09166,0.09166,236609776.0,PRE,,USD,0.0,0.0,PCX,52.6,50.32,5.83,-0.0985013,,,50.817,-0.10700226,-0.002105639,51.27965,-0.56965256,-0.011108745,,15,0,America/New_York,EDT,-14400000,False,False,False,,PIMCO Preferred and Capital Sec,0.73,PRFD,,,,,,,,,,
Financials,financial-services,69,PSP,Invesco Global Listed Private Equity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.98,16.580998,36.90725,26.96722,True,1161696600000,2,1.0894966,1.7103558,1788176700.0,64.7895,-0.639996,1.1094971,1.7423006,64.7895,1787947190,63.7,64.81,63.68 - 64.81,63.68,10990,64.34,200,100,us_market,finmb_29855335,NYSEArca,Invesco Global Listed Private Equity ETF,64.28,39695,21820,[],9.580002,0.17701408,54.12 - 72.9,-9.200001,-0.12620029,-9.619749,,17.68603,,-8.88452,0.21214,0.21214,232303920.0,PRE,3.601713,USD,0.0,0.0,PCX,72.9,54.12,5.98,-0.994709,,,59.839,3.861,0.06452314,61.89815,1.8018494,0.029109906,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco Global Listed Private E,1.8,PSP,,,,,,,,,,
Financials,financial-services,70,DAPP,VanEck Digital Transformation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,12.442453651860147,,,True,1618493400000,2,,,,,-1.2700005,-1.2700005,-6.2500024,,1787947201,19.05,20.1,18.91 - 20.1,18.91,484236,20.32,3,3,us_market,finmb_702164441,NasdaqGM,VanEck Digital Transformation ETF,19.98,605917,909170,[],5.369999,0.39254376,13.68 - 27.49,-8.440001,-0.30702075,5.715871,0.0,13.146352,0.0,6.7232,-6.22672,-6.22672,228653760.0,PRE,1.4490712,USD,19.23,17.12,NGM,27.49,13.68,0.0,-6.2500024,,,18.704,0.34599876,0.01849865,18.45175,0.59824944,0.032422367,,15,0,America/New_York,EDT,-14400000,False,False,False,,VanEck Digital Transformation E,0.52,DAPP,,,,2021-04-14,,,,,,
Financials,financial-services,71,STCE,Schwab Crypto Thematic Natural Language Processing ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.8,12.309207287050713,,,True,1659619800000,2,0.093299866,0.14486049,1788177625.0,64.5,-4.5133,0.099998474,0.15527713,64.5,1787946266,64.4067,67.35,64.06 - 67.35,64.06,54461,68.92,100,300,us_market,finmb_1773692720,NYSEArca,Schwab Crypto Thematic Natural Language Processing ETF,67.46,128838,66090,[],16.056702,0.33209312,48.35 - 109.64,-45.2333,-0.412562,5.4728627,0.0,12.13153,0.0,3.97671,-3.87633,-3.87633,224981168.0,PRE,5.309034,USD,0.0,0.0,PCX,109.64,48.35,1.81,-6.5486,,,65.99538,-1.5886765,-0.02407254,65.88525,-1.4785461,-0.022441233,,15,0,America/New_York,EDT,-14400000,False,False,False,,Schwab Crypto Thematic Natural ,0.3,STCE,,,,,,,,,,
Financials,financial-services,72,XMPT,VanEck CEF Municipal Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.95,59.98800239952009,2.70679,7.94663,True,1310563800000,2,,,,,-0.0599995,-0.0599995,-0.278162,,1787947191,21.51,21.55,21.495 - 21.55,21.495,27160,21.57,200,1100,us_market,finmb_137360964,Cboe US,VanEck CEF Municipal Income ETF,21.52,42460,26990,[],0.69000053,0.033141237,20.82 - 22.66,-1.1499996,-0.050750203,3.0172467,0.0,,0.0,1.87051,0.50583,0.50583,219465856.0,PRE,,USD,0.0,0.0,BTS,22.66,20.82,6.41,-0.278162,,,21.8368,-0.3267994,-0.014965535,21.9096,-0.39959908,-0.018238539,,15,0,America/New_York,EDT,-14400000,False,False,False,,VanEck CEF Muni Income ETF,1.97,XMPT,,,,,,,,,,
