sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_currency,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_regular_market_change_percent,screen_net_expense_ratio,screen_bid,screen_ask,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_symbol,screen_dividend_date,screen_ipo_expected_date,screen_prev_name,screen_name_change_date,screen_market_cap,screen_implied_shares_outstanding
Emerging Markets,emerging_markets,77,DIEM,Franklin Emerging Market Core Dividend Tilt Index ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,46.58,30.84,2.96,,Franklin Emerging Market Core D,-0.588704,0.19,0.0,66.8,True,1464960600000,2,,,,,-0.253502,-0.253502,-0.588704,,1787946323,42.8075,42.96,42.7594 - 42.96,42.7594,7445,43.061,100.0,400.0,us_market,finmb_322036465,NYSEArca,Franklin Emerging Market Core Dividend Tilt Index ETF,43.12,23514,16450,[],11.967499,0.38805118,30.84 - 46.58,-3.772503,-0.080989756,37.87683,0.0,14.444547,0.0,26.06531,8.77765,8.77765,74913192.0,PRE,2.9635751,,,42.0706,0.7369003,0.017515803,38.38686,4.420639,0.11516021,,15,0,America/New_York,EDT,-14400000,False,False,False,DIEM,,,,,,
Emerging Markets,emerging_markets,78,RWEM,Rayliant NxtGen Multifactor Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,USD,PCX,42.02,26.0,,,Rayliant Wilshire NxtGen Emergi,0.16667,,0.0,0.0,True,1639665000000,2,,,,,0.0600014,0.0600014,0.16667,,1787947191,36.06,38.0,35.22 - 38.0,35.22,5609,36.0,300.0,200.0,us_market,finmb_1684796033,NYSEArca,Rayliant NxtGen Multifactor Emerging Markets Equity ETF,36.3,10692,5670,[],10.060001,0.38692313,26.0 - 42.02,-5.959999,-0.1418372,34.753357,0.0,13.301417,0.0,,,,,PRE,2.7109895,,,35.37466,0.6853409,0.01937378,32.71799,3.3420105,0.102145955,,15,0,America/New_York,EDT,-14400000,False,False,False,RWEM,,,The Advisors' Inner Circle Fund III - Rayliant Quantamental Emerging Market Equity ETF,2026-08-29,,
Emerging Markets,emerging_markets,79,FFEM,Fidelity Fundamental Emerging M,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,BTS,45.62,29.09,1.26,,Fidelity Fundamental Emerging M,-0.73702,0.6,0.0,66.2,True,1732199400000,2,,,,,-0.315002,-0.315002,-0.73702,,1787947186,42.425,42.81,42.365 - 42.81,42.365,10536,42.74,300.0,100.0,us_market,finmb_1886540813,Cboe US,,42.85,18182,12920,[],13.334999,0.45840493,29.09 - 45.62,-3.1949997,-0.07003507,44.859493,0.0,18.678537,0.0,24.93589,5.64023,5.64023,62134228.0,PRE,2.2713234,,,41.93788,0.48711777,0.011615221,38.40121,4.0237885,0.10478286,,15,0,America/New_York,EDT,-14400000,False,False,False,FFEM,,,,,,
Emerging Markets,emerging_markets,80,EMCR,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,46.27,33.69,1.51,,Xtrackers Emerging Markets Carb,-0.3918,0.15,0.0,68.23,True,1544106600000,2,,,,,-0.172001,-0.172001,-0.3918,,1787946827,43.7282,43.985,43.64 - 43.985,43.64,1136,43.9002,500.0,500.0,us_market,finmb_572582175,NYSEArca,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,43.985,3219,2890,[],10.0382,0.29795787,33.69 - 46.27,-2.5418015,-0.054934114,29.334522,0.0,17.831717,0.0,16.46484,4.19661,4.19661,59700628.0,PRE,2.452271,,,43.1436,0.58459854,0.013550064,40.653255,3.0749435,0.07563831,,15,0,America/New_York,EDT,-14400000,False,False,False,EMCR,,,,,,
Emerging Markets,emerging_markets,81,EMEM,Sophus Capital Emerging Market ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,NGM,28.66,23.41,,,Sophus Capital Emerging Market ,-0.3243882,0.65,23.41,27.61,True,1779283800000,2,,,,,-0.08460045,-0.020000458,-0.07668887,,1787947200,25.9954,26.29,25.9954 - 26.29,25.9954,3128,26.08,2.0,2.0,us_market,finmb_1979962734,NasdaqGM,Sophus Capital Emerging Market ETF,26.235,11293,5070,[],2.5853996,0.11043997,23.41 - 28.66,-2.6646004,-0.0929728,2.60458,0.0,15.681062,0.0,,,,57301568.0,PRE,1.6577576,,,25.5294,0.4659996,0.01825345,25.750713,0.24468613,0.009502111,,15,0,America/New_York,EDT,-14400000,False,False,False,EMEM,,,,,,
Emerging Markets,emerging_markets,82,EMC,Global X Emerging Markets Great Consumer ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,39.3,27.88,0.58,,Global X Emerging Markets Great,-0.522317,0.65,0.0,57.92,True,1684157400000,2,,,,,-0.194901,-0.194901,-0.522317,,1787946882,37.1197,37.42,37.06 - 37.42,37.06,3814,37.3146,500.0,200.0,us_market,finmb_110170727,NYSEArca,Global X Emerging Markets Great Consumer ETF,37.42,5831,3640,[],9.239702,0.3314097,27.88 - 39.3,-2.1802979,-0.05547832,25.655865,0.0,18.863712,0.0,16.23658,4.55876,4.55876,55508632.0,PRE,1.9677836,,,36.51098,0.6087227,0.016672319,33.979805,3.1398964,0.09240478,,15,0,America/New_York,EDT,-14400000,False,False,False,EMC,,,,,,
Emerging Markets,emerging_markets,83,EMM,Global X Emerging Markets ex-China ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,47.54,29.561,0.77,,Global X Emerging Markets ex-Ch,-0.481634,0.66,17.8,70.37,True,1684157400000,2,,,,,-0.214203,-0.214203,-0.481634,,1787944196,44.26,44.79,44.2599 - 44.79,44.2599,1672,44.4742,200.0,200.0,us_market,finmb_1817498623,NYSEArca,Global X Emerging Markets ex-China ETF,44.79,6382,2050,[],14.6989975,0.4972429,29.561 - 47.54,-3.2800026,-0.06899458,48.878204,0.0,20.318129,0.0,24.82585,4.21665,4.21665,54761752.0,PRE,2.1783502,,,43.09012,1.1698799,0.02714961,39.082195,5.177803,0.13248496,,15,0,America/New_York,EDT,-14400000,False,False,False,EMM,,,,,,
Emerging Markets,emerging_markets,84,QEMM,State Street SPDR MSCI Emerging Markets StrategicFactors ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,82.49,63.72,4.52,,State Street SPDR MSCI Emerging,-0.227786,0.3,0.0,0.0,True,1401975000000,2,,,,,-0.186798,-0.186798,-0.227786,,1787943047,81.819,81.88,81.819 - 81.88,81.819,883,82.0058,300.0,200.0,us_market,finmb_260847105,NYSEArca,State Street SPDR MSCI Emerging Markets StrategicFactors ETF,81.88,3520,1620,[],18.098999,0.28403953,63.72 - 82.49,-0.6709976,-0.008134291,27.286875,,16.389074,,18.92588,4.09853,4.09853,54602480.0,PRE,4.9922895,,,79.235,2.5839996,0.032611847,73.83015,7.9888535,0.10820585,,15,0,America/New_York,EDT,-14400000,False,False,False,QEMM,,,,,,
Emerging Markets,emerging_markets,85,MEM,Matthews Emerging Markets Equity Active ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,47.53,33.39,2.95,,Matthews Emerging Markets Equit,-0.701204,0.79,17.83,70.49,True,1657805400000,2,,,,,-0.313099,-0.313099,-0.701204,,1787938013,44.3385,44.79,44.31 - 44.79,44.31,2672,44.6516,300.0,200.0,us_market,finmb_1783648714,NYSEArca,Matthews Emerging Markets Equity Active ETF,44.79,2677,1540,[],10.948502,0.32789764,33.39 - 47.53,-3.1914978,-0.067147024,31.632233,0.0,16.258793,0.0,21.0516,3.78092,3.78092,53641400.0,PRE,2.7270474,,,43.72478,0.61371994,0.014035976,40.60515,3.7333527,0.09194284,,15,0,America/New_York,EDT,-14400000,False,False,False,MEM,,,,,,
Emerging Markets,emerging_markets,86,MEMX,Matthews Emerging Markets Ex China Active ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,51.52,32.64,1.64,,Matthews Emerging Markets ex Ch,-0.706669,0.79,43.44,52.66,True,1673447400000,2,,,,,-0.3424,-0.3424,-0.706669,,1787945497,48.1102,48.4501,48.055 - 48.4501,48.055,6300,48.4526,400.0,600.0,us_market,finmb_1805362016,NYSEArca,Matthews Emerging Markets Ex China Active ETF,48.45,3585,2610,[],15.4702,0.47396445,32.64 - 51.52,-3.4098015,-0.06618404,46.721565,0.0,19.072145,0.0,22.66991,4.65557,4.65557,52304804.0,PRE,2.5225372,,,47.21632,0.89387894,0.018931568,43.13741,4.97279,0.115277894,,15,0,America/New_York,EDT,-14400000,False,False,False,MEMX,,,,,,
Emerging Markets,emerging_markets,87,SDEM,Global X MSCI SuperDividend Emerging Markets ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,34.149,27.08,4.74,,Global X MSCI SuperDividend Eme,-0.286192,0.66,0.0,0.0,True,1426599000000,2,,,,,-0.0960007,-0.0960007,-0.286192,,1787935060,33.4481,33.47,33.4481 - 33.47,33.4481,2796,33.5441,400.0,600.0,us_market,finmb_279013119,NYSEArca,Global X MSCI SuperDividend Emerging Markets ETF,33.51,3476,4280,[],6.368101,0.23515883,27.08 - 34.149,-0.7008972,-0.020524679,19.709385,,9.683288,,14.51753,4.14787,4.14787,45225412.0,PRE,3.454209,,,32.78256,0.6655426,0.02030173,32.09401,1.3540916,0.042191416,,15,0,America/New_York,EDT,-14400000,False,False,False,SDEM,,,,,,
Emerging Markets,emerging_markets,88,BCEM,Baron Emerging Markets Select ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,NYQ,28.8,24.75,,,Baron Emerging Markets Select E,-0.47666,0.8,0.0,41.86,True,1775741400000,2,,,,,-0.1285,-0.1285,-0.47666,,1787947079,26.8299,27.0,26.7488 - 27.0,26.7488,6233,26.9584,300.0,300.0,us_market,finmb_1986407605,NYSE,Baron Emerging Markets Select ETF,27.0,8761,9260,[],2.0799007,0.084036395,24.75 - 28.8,-1.9700985,-0.0684062,7.3199987,0.0,21.854383,0.0,,-0.05702,-0.05702,43269528.0,PRE,1.2276667,,,26.4882,0.3417015,0.012900141,26.751616,0.07828522,0.0029263734,,15,0,America/New_York,EDT,-14400000,False,False,False,BCEM,,,,,,
Emerging Markets,emerging_markets,89,EMSF,Matthews Emerging Markets Sustainable Future Active ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,48.05,26.75,5.1,,Matthews Emerging Markets Susta,-1.01356,0.79,0.0,61.57,True,1695389400000,2,,,,,-0.404003,-0.404003,-1.01356,,1787930069,39.4559,39.72,39.4559 - 39.72,39.4559,514,39.8599,300.0,200.0,us_market,finmb_1847718951,NYSEArca,Matthews Emerging Markets Sustainable Future Active ETF,39.72,3582,2470,[],12.705898,0.47498685,26.75 - 48.05,-8.594101,-0.17885746,46.44792,0.0,23.069113,0.0,32.57093,2.28404,2.28404,43259408.0,PRE,1.7103344,,,39.37444,0.081459045,0.0020688307,34.909973,4.545925,0.13021852,,15,0,America/New_York,EDT,-14400000,False,False,False,EMSF,,,,,,
Emerging Markets,emerging_markets,90,EMSC,Sophus Capital Emerging Market Small Cap ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,NGM,27.39,23.38,,,Sophus Capital Emerging Market ,-0.5350495,0.85,23.15,30.28,True,1779370200000,2,,,,,-0.13889885,-0.099998474,-0.38520214,,1787947200,25.8211,26.065,25.8211 - 26.065,25.8211,5406,25.96,2.0,2.0,us_market,finmb_1979962768,NasdaqGM,Sophus Capital Emerging Market Small Cap ETF,26.065,12373,7510,[],2.441101,0.1044098,23.38 - 27.39,-1.5688992,-0.05728,0.9777069,,15.314856,,,,,42843036.0,PRE,1.6860166,,,25.2884,0.5326996,0.021064978,25.564058,0.25704193,0.010054817,,15,0,America/New_York,EDT,-14400000,False,False,False,EMSC,,,,,,
Emerging Markets,emerging_markets,91,NSI,National Security Emerging Markets Index ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,39.846,29.849,1.23,,National Security Emerging Mark,-0.2819407,0.75,37.93,38.0,True,1701959400000,2,,,,,-0.10789871,-0.10000229,-0.26130724,,1787947200,38.1621,38.44,38.1621 - 38.44,38.1621,767,38.27,5.0,5.0,us_market,finmb_1826119518,NasdaqGM,National Security Emerging Markets Index ETF,38.44,1287,400,[],8.313101,0.27850515,29.849 - 39.846,-1.6838989,-0.042260174,27.236355,0.0,15.2896595,0.0,11.92896,-1.18517,-1.18517,40671016.0,PRE,2.4959419,,,37.80672,0.355381,0.009399943,36.474766,1.687336,0.046260364,,15,0,America/New_York,EDT,-14400000,False,False,False,NSI,,2023-12-07,,,,
Emerging Markets,emerging_markets,92,EMDM,First Trust Bloomberg Emerging Market Democracies ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,45.03,25.44,2.89,,First Trust Bloomberg Emerging ,-0.81445,0.75,0.0,66.8,True,1677853800000,2,,,,,-0.345001,-0.345001,-0.81445,,1787947160,42.015,42.335,41.83 - 42.335,41.83,7284,42.36,500.0,500.0,us_market,finmb_1815112995,NYSEArca,First Trust Bloomberg Emerging Market Democracies ETF,42.17,12541,4850,[],16.574999,0.65153295,25.44 - 45.03,-3.0149994,-0.06695535,63.4189,0.0,16.885479,0.0,31.9312,5.43654,5.43654,38850304.0,PRE,2.4882326,,,41.30126,0.7137375,0.017281251,37.474884,4.5401154,0.12115088,,15,0,America/New_York,EDT,-14400000,False,False,False,EMDM,,,,,,
Emerging Markets,emerging_markets,93,WCME,First Trust WCM Developing World Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,20.29,16.02,0.35,,First Trust WCM Developing Worl,-0.808619,0.95,0.0,0.0,True,1728653400000,2,,,,,-0.1558,-0.1558,-0.808619,,1787947042,19.1116,19.245,19.06 - 19.245,19.06,4249,19.2674,400.0,100.0,us_market,finmb_1884587413,NYSEArca,First Trust WCM Developing World Equity ETF,19.24,10011,4540,[],3.0916004,0.19298379,16.02 - 20.29,-1.1784,-0.05807787,18.744957,0.0,19.28905,0.0,9.24962,0.58924,0.58924,36177608.0,PRE,0.99080056,,,18.97582,0.13578033,0.0071554394,18.322004,0.78959656,0.043095533,,15,0,America/New_York,EDT,-14400000,False,False,False,WCME,,,,,,
Emerging Markets,emerging_markets,94,LDEM,iShares ESG MSCI EM Leaders ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,64.73,55.52,2.96,,iShares ESG MSCI EM Leaders ETF,0.026463764,0.16,44.08,78.55,True,1581517800000,2,,,,,0.016296387,0.0,0.0,,1787947200,61.5963,61.5963,61.5963 - 61.5963,61.5963,384,61.58,2.0,2.0,us_market,finmb_644171943,NasdaqGM,iShares ESG MSCI EM Leaders ETF,61.55,1357,480,[],6.0762978,0.109443404,55.52 - 64.73,-3.1337051,-0.048411943,9.603369,0.0,15.183711,0.0,3.20415,-2.59367,-2.59367,32849352.0,PRE,4.0567355,,,60.1118,1.4844971,0.024695601,60.42649,1.1698074,0.019359183,,15,0,America/New_York,EDT,-14400000,False,False,False,LDEM,,,,,,
Emerging Markets,emerging_markets,95,PEMX,Putnam Emerging Markets Ex-China ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,PCX,95.2,59.176,1.16,,Putnam Emerging Markets ex-Chin,-0.670502,0.69,34.48,136.38,True,1685539800000,2,,,,,-0.579002,-0.579002,-0.670502,,1787946919,85.7746,85.7746,85.56 - 85.7746,85.56,2250,86.3536,100.0,400.0,us_market,finmb_1792287430,NYSEArca,Putnam Emerging Markets Ex-China ETF,85.56,3326,1180,[],26.598598,0.4494829,59.176 - 95.2,-9.4254,-0.0990063,44.94897,0.0,19.13673,0.0,29.72217,5.50175,5.50175,31217304.0,PRE,4.4821973,,,85.37956,0.3950348,0.0046268073,76.89188,8.882721,0.11552223,,15,0,America/New_York,EDT,-14400000,False,False,False,PEMX,,,,,,
Emerging Markets,emerging_markets,96,JADE,JPMorgan Active Developing Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,82.75,55.995,1.89,,JPMorgan Active Developing Mark,-0.752591,0.65,32.11,127.0,True,1715952600000,2,,,,,-0.605698,-0.605698,-0.752591,,1787933587,79.876,80.16,79.876 - 80.16,79.876,3598,80.4817,600.0,600.0,us_market,finmb_1863417740,NYSEArca,JPMorgan Active Developing Markets Equity ETF,80.295,2923,3550,[],23.881,0.42648453,55.995 - 82.75,-2.8740005,-0.034731124,42.648445,0.0,17.27958,0.0,21.73741,3.60565,3.60565,30461700.0,PRE,4.622566,,,78.02864,1.8473587,0.023675393,71.62628,8.249718,0.115177244,,15,0,America/New_York,EDT,-14400000,False,False,False,JADE,,,,,,
Emerging Markets,emerging_markets,97,FDNI,First Trust Dow Jones International Internet ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,39.97,23.99,1.37,,First Trust Dow Jones Internati,0.47098553,0.65,21.06,37.12,True,1541773800000,2,,,,,0.13310051,0.0,0.0,,1787947200,28.3931,28.3931,28.3931 - 28.3931,28.3931,323,28.26,2.0,2.0,us_market,finmb_578352746,NasdaqGM,First Trust Dow Jones International Internet ETF,28.3931,25823,20950,[],4.403101,0.18353902,23.99 - 39.97,-11.5769005,-0.28963974,-19.39239,,16.741636,,-18.86737,-1.25,-1.25,30409906.0,PRE,1.6959574,,,27.3522,1.0409012,0.038055483,29.82885,-1.435749,-0.0481329,,15,0,America/New_York,EDT,-14400000,False,False,False,FDNI,,,,,,
Emerging Markets,emerging_markets,98,EDOG,ALPS Emerging Sector Dividend Dogs ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,27.16,22.39,4.93,,ALPS Emerging Sector Dividend D,-0.788647,0.6,23.0,39.26,True,1396013400000,2,,,,,-0.200001,-0.200001,-0.788647,,1787947200,25.16,25.16,25.16 - 25.16,25.16,288,25.36,300.0,200.0,us_market,finmb_253835976,NYSEArca,ALPS Emerging Sector Dividend Dogs ETF,25.16,2322,2250,[],2.7700005,0.12371597,22.39 - 27.16,-2.0,-0.0736377,11.1798525,0.0,11.618948,0.0,3.84259,-0.18455,-0.18455,29345136.0,PRE,2.1654284,,,24.4064,0.75359917,0.030877111,24.875,0.28499985,0.01145728,,15,0,America/New_York,EDT,-14400000,False,False,False,EDOG,,,,,,
Emerging Markets,emerging_markets,99,BREE,MFS Blended Research Emerging Markets Equity ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,NYQ,28.6,21.7,,,MFS Blended Research Emerging M,-0.650959,0.44,10.96,43.34,True,1772721000000,2,,,,,-0.1786,-0.1786,-0.650959,,1787934034,27.2579,27.51,27.2579 - 27.51,27.2579,1512,27.4365,400.0,100.0,us_market,finmb_1961120615,NYSE,MFS Blended Research Emerging Markets Equity ETF,27.5,1122,1330,[],5.5578995,0.25612438,21.7 - 28.6,-1.3421001,-0.046926577,17.80467,0.0,15.953069,0.0,,6.0455,6.0455,25747374.0,PRE,1.7086306,,,26.7502,0.50769997,0.018979296,25.697968,1.5599327,0.06070257,,15,0,America/New_York,EDT,-14400000,False,False,False,BREE,,,,,,
Emerging Markets,emerging_markets,100,KEMQ,KraneShares FTSE Emerging Markets Consumer Technology Index ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,28.47,21.79,5.1,,KraneShares Public-Private Emer,0.328943,0.49,0.0,0.0,True,1507815000000,2,,,,,0.0851002,0.0851002,0.328943,,1787946969,25.9559,25.9559,25.9559 - 25.9559,25.9559,309,25.8708,100.0,100.0,us_market,finmb_533580724,NYSEArca,KraneShares FTSE Emerging Markets Consumer Technology Index ETF,26.09,10446,2040,[],4.1658993,0.19118398,21.79 - 28.47,-2.5140991,-0.08830696,10.861492,0.0,19.62271,0.0,2.74526,5.60166,5.60166,25447710.0,PRE,1.3227481,,,25.66376,0.29214096,0.011383405,25.225325,0.73057556,0.028961988,,15,0,America/New_York,EDT,-14400000,False,False,False,KEMQ,,,,,,
Emerging Markets,emerging_markets,101,TEMR,T. Rowe Price Emerging Markets Equity Research ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,USD,PCX,30.28,23.18,,,T. Rowe Price Emerging Markets ,-0.57271,,0.0,0.0,True,1773322200000,2,,,,,-0.1646,-0.1646,-0.57271,,1787939775,28.576,28.6199,28.5632 - 28.6199,28.5632,1189,28.7406,600.0,600.0,us_market,finmb_1956871829,NYSEArca,T. Rowe Price Emerging Markets Equity Research ETF,28.61,1346,570,[],5.396,0.23278688,23.18 - 30.28,-1.7040005,-0.056274783,18.001652,0.0,17.924223,0.0,,,,,PRE,1.5942672,,,28.0776,0.49839973,0.017750796,27.35305,1.22295,0.04470982,,15,0,America/New_York,EDT,-14400000,False,False,False,TEMR,,,,,,
Emerging Markets,emerging_markets,102,EEMO,Invesco S&P Emerging Markets Momentum ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,26.17,16.24,1.96,,Invesco S&P Emerging Markets Mo,-0.85765,0.29,0.0,35.36,True,1330093800000,2,,,,,-0.1924,-0.1924,-0.85765,,1787943640,22.241,22.5499,22.18 - 22.5499,22.18,3085,22.4334,200.0,200.0,us_market,finmb_171188347,NYSEArca,Invesco S&P Emerging Markets Momentum ETF,22.5499,30639,64730,[],6.0009995,0.36951968,16.24 - 26.17,-3.9290009,-0.15013377,28.036844,0.0,16.614561,0.0,15.17464,-0.73123,-0.73123,23147880.0,PRE,1.338645,,,21.9024,0.33860016,0.015459501,19.88165,2.3593483,0.11866964,,15,0,America/New_York,EDT,-14400000,False,False,False,EEMO,,,,,,
Emerging Markets,emerging_markets,103,RISE,Pictet Emerging Markets Rising Economies ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,USD,PCX,19.66,17.53,,,Pictet Emerging Markets Rising ,-0.726665,,7.68,30.32,True,1776951000000,2,,,,,-0.139599,-0.139599,-0.726665,,1787928869,19.0713,19.1401,19.0713 - 19.1401,19.0713,3806,19.2109,200.0,400.0,us_market,finmb_1956249047,NYSEArca,Pictet Emerging Markets Rising Economies ETF,19.27,2679,5390,[],1.5412998,0.08792355,17.53 - 19.66,-0.58869934,-0.029944016,-1.7010331,0.0,11.562664,0.0,,,,,PRE,1.6493864,5626334.0,,18.414,0.65730095,0.03569572,18.573933,0.49736786,0.026777735,,15,0,America/New_York,EDT,-14400000,False,False,False,RISE,,,,,107301504.0,5626334.0
Emerging Markets,emerging_markets,104,FMQQ,FMQQ The Next Frontier Internet ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,USD,PCX,15.84,10.78,0.67,,FMQQ The Next Frontier Internet,-0.301245,0.86,0.0,0.0,True,1632835800000,2,,,,,-0.0386,-0.0386,-0.301245,,1787934670,12.7749,12.83,12.7749 - 12.83,12.7749,1400,12.8135,500.0,100.0,us_market,finmb_1674351514,NYSEArca,FMQQ The Next Frontier Internet ETF,12.84,10401,10980,[],1.9949007,0.18505573,10.78 - 15.84,-3.0650997,-0.19350377,-13.740719,0.0,24.78422,0.0,-9.11063,4.83736,4.83736,21047768.0,PRE,0.51544493,,,12.332,0.44290066,0.03591475,12.56913,0.2057705,0.016371101,,15,0,America/New_York,EDT,-14400000,False,False,False,FMQQ,,,,,,
Emerging Markets,emerging_markets,105,MEMS,Matthews Emerging Markets Discovery Active ETF,Yahoo Finance custom ETF screener,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,USD,NGM,32.565,24.636,2.46,,Matthews Emerging Markets Disco,-0.368389,0.89,21.95,39.34,True,1704983400000,2,,,,,-0.11420059,0.0,0.0,,1787947200,30.8858,30.8858,30.8858 - 30.8858,30.8858,14,31.0,2.0,2.0,us_market,finmb_1860891793,NasdaqGM,Matthews Emerging Markets Discovery Active ETF,30.8858,1219,2100,[],6.2497997,0.25368565,24.636 - 32.565,-1.6791992,-0.05156454,17.82254,0.0,19.4452,0.0,14.24087,-3.92713,-3.92713,20960576.0,PRE,1.5883508,,,30.58782,0.29797935,0.009741765,28.63193,2.25387,0.07871876,,15,0,America/New_York,EDT,-14400000,False,False,False,MEMS,,2024-01-11,,,,
