sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_currency,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_regular_market_change_percent,screen_net_expense_ratio,screen_fullday_change,screen_fullday_change_percent,screen_ask,screen_bid,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_post_market_change_percent,screen_post_market_time,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_pe,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_exchange,screen_short_name,screen_fullday_price,screen_symbol,screen_quote_source_name,screen_trailing_annual_dividend_rate,screen_trailing_annual_dividend_yield,screen_financial_currency,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_dividend_date,screen_ipo_expected_date,screen_forward_pe,screen_eps_forward,screen_prev_name,screen_name_change_date
Healthcare,healthcare,73,GDOC,Goldman Sachs Future Health Care Equity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.3,34.843206,,,USD,38.657,31.319,0.3,36.75032,0.58538055,0.015928583,34.766304,2.569397,0.073904805,15,0,America/New_York,EDT,-14400000,False,False,False,-0.945816,0.75,-0.356499,-0.945816,37.34,37.2,True,1636641000000,2,,,,,-0.356499,1788365451,37.3357,37.3357,37.3357 - 37.3357,37.3357,15,37.6922,300,700,us_market,finmb_713139156,NYSEArca,Goldman Sachs Future Health Care Equity ETF,37.44,1817,680,[],6.0167007,0.19211024,31.319 - 38.657,-1.3213005,-0.03418011,13.566124,34.74911,4.77126,11.33313,11.33313,19597192.0,CLOSED,1.0744362,PCX,Goldman Sachs Future Health Car,37.3357,GDOC,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,74,ELIL,Direxion Daily LLY Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.32,38.75969,,,USD,35.13,14.58,1.32,30.2205,-2.7305012,-0.09035261,26.131096,1.3589039,0.052003324,15,0,America/New_York,EDT,-14400000,False,False,False,-1.9964331,1.07,-0.45999908,-1.6399255,29.14,28.94,True,1743082200000,2,-0.18552418,1788564604.0,27.439,-0.051000595,-0.55999947,1788552000,27.49,27.77,27.0745 - 27.77,27.0745,67212,28.05,2,2,us_market,finmb_1901305177,NasdaqGM,Direxion Daily LLY Bull 2X Shares,27.77,100982,75780,[],12.91,0.88545954,14.58 - 35.13,-7.6400013,-0.21747796,73.21991,38.09044,-0.41044,4.24356,4.24356,17483222.0,CLOSED,0.7217034,NGM,Direxion Daily LLY Bull 2X ETF,27.439,ELIL,Delayed Quote,0.0,0.0,,,,,,2025-03-26,,,,
Healthcare,healthcare,75,MEDX,Horizon Kinetics Medical ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.12,31.289111,,,USD,37.9,28.865,1.12,36.15878,0.5318222,0.0147079695,34.204697,2.4859047,0.07267729,15,0,America/New_York,EDT,-14400000,False,False,False,-0.8897869,0.85,-0.49980164,-1.3500855,45.56,25.32,True,1675175400000,2,0.46659803,1788552604.0,36.6906,0.17040253,-0.3293991,1788552000,36.6906,36.825,36.52 - 36.825,36.52,2802,37.02,2,2,us_market,finmb_34618475,NasdaqGM,Horizon Kinetics Medical ETF,36.825,2441,2070,[],7.8256016,0.2711104,28.865 - 37.9,-1.2094002,-0.031910293,25.611092,31.579773,9.359,6.02903,6.02903,17083904.0,CLOSED,1.1618387,NGM,Horizon Kinetics Medical ETF,36.6906,MEDX,Delayed Quote,0.0,0.0,,,,,,2023-01-30,,,,
Healthcare,healthcare,76,BMED,iShares Health Innovation Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.24,34.199726,,,USD,34.86,25.794,0.24,32.01148,2.018921,0.06306866,30.188194,3.842205,0.12727508,15,0,America/New_York,EDT,-14400000,False,False,False,-1.1319,0.55,-0.389599,-1.1319,34.07,33.98,True,1601645400000,2,,,,,-0.389599,1788465600,34.0304,34.0304,34.0304 - 34.0304,34.0304,402,34.42,1000,1000,us_market,finmb_672850732,NYSEArca,iShares Health Innovation Active ETF,34.47,2022,1640,[],8.236399,0.3193145,25.794 - 34.86,-0.8296013,-0.023798086,27.262533,34.43282,11.91548,17.95913,17.95913,13520012.0,CLOSED,0.9883129,PCX,iShares Health Innovation Activ,34.0304,BMED,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,77,JDOC,Jpmorgan Healthcare Leaders ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.82,29.019153,,,USD,64.69,50.34,0.82,61.73644,1.1453629,0.01855246,58.332,4.549801,0.07799837,15,0,America/New_York,EDT,-14400000,False,False,False,-0.42470294,0.65,0.0,0.0,77.81,43.72,True,1698931800000,2,0.7442556,1788552870.0,63.62,0.4699974,-0.26819992,1788552000,62.8818,62.8818,62.8818 - 62.8818,62.8818,8,63.15,2,2,us_market,finmb_1837659648,NasdaqGM,Jpmorgan Healthcare Leaders ETF,62.8818,352,440,[],12.541801,0.24914186,50.34 - 64.69,-1.8082008,-0.027951783,20.873463,29.247854,7.85328,10.21934,10.21934,9358517.0,CLOSED,2.149963,NGM,JPMorgan Healthcare Leaders ETF,63.62,JDOC,Delayed Quote,0.0,0.0,,,,,,2023-11-02,,,,
Healthcare,healthcare,78,WEED,Roundhill Cannabis ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,31.047,12.712,0.0,20.31332,2.3584805,0.11610512,19.14524,3.5265598,0.18420033,15,0,America/New_York,EDT,-14400000,False,False,False,2.17125,0.41,0.4818,2.17125,28.0,16.0,True,1650461400000,2,0.2737787,1788552604.0,22.6718,0.061901093,0.4818,1788549188,22.6718,22.6718,22.255 - 22.6718,22.255,19508,22.19,700,1400,us_market,finmb_1677880975,Cboe US,Roundhill Cannabis ETF,22.1,17836,20460,[],9.959801,0.78349596,12.712 - 31.047,-8.3752,-0.26975876,10.865521,,11.36911,1.99493,1.99493,9229707.0,CLOSED,,BTS,Roundhill Cannabis ETF,22.6718,WEED,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,79,IBRN,iShares Neuroscience and Healthcare ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.4,17.979144192736424,,,USD,43.01,25.42,0.82,38.7056,0.3540001,0.009145966,34.481956,4.5776443,0.13275477,15,0,America/New_York,EDT,-14400000,False,False,False,-0.799505,0.47,-0.3148,-0.799505,58.47,19.49,True,1661779800000,2,0.0,1788555900.0,39.0596,0.0,-0.3148,1788551739,39.0596,39.06,38.95 - 39.06,38.95,1076,39.3744,100,200,us_market,finmb_1775702912,NYSEArca,iShares Neuroscience and Healthcare ETF,39.18,3369,2910,[],13.639601,0.53656965,25.42 - 43.01,-3.9503975,-0.09184835,51.371883,28.112436,20.4106,8.47591,8.47591,7781112.0,CLOSED,1.3894064,PCX,iShares Neuroscience and Health,39.0596,IBRN,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,80,HLTH,Tema Healthcare AI ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,31.22,24.88,,27.417942,1.0879574,0.03968049,27.417942,1.0879574,0.03968049,15,0,America/New_York,EDT,-14400000,False,False,False,-0.5376847,,-0.17000008,-0.59316146,25.23,25.24,True,1784640600000,2,0.055807855,1788552604.0,28.5059,0.015899658,-0.15410042,1788552000,28.5059,28.5059,28.41 - 28.5059,28.41,5016,28.66,5,5,us_market,finmb_1997619151,NasdaqGM,Tema Healthcare AI ETF,28.46,11602,17770,[],3.6259003,0.14573555,24.88 - 31.22,-2.7141,-0.086934656,12.64323,,,,,7661933.0,CLOSED,,NGM,TEMA HEALTHCARE AI ETF,28.5059,HLTH,Delayed Quote,,,USD,,,,,2026-07-21,,,,
Healthcare,healthcare,81,TBXU,Direxion Daily Biotech Top 5 Bull 2X ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,45.88,25.71,,36.92,7.4633026,0.20214796,32.922535,11.460766,0.3481131,15,0,America/New_York,EDT,-14400000,False,False,False,-3.00852,0.98,-1.3767,-3.00852,67.45,44.23,True,1759411800000,2,-2.3506603,1788555900.0,43.34,-1.0433006,-1.3767,1788537622,44.3833,44.7199,44.3833 - 44.7199,44.3833,1697,45.76,3100,3100,us_market,finmb_1962765725,NYSEArca,Direxion Daily Biotech Top 5 Bull 2X ETF,44.7199,3214,2180,[],18.673302,0.726305,25.71 - 45.88,-1.4967003,-0.03262206,65.89915,28.252508,39.27006,46.77988,46.77988,5360895.0,CLOSED,1.5709509,PCX,Direxion Daily Biotech Top 5 Bu,43.34,TBXU,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,82,THNR,Amplify Weight Loss Drug & Treatment ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.55,21.720243,,,USD,27.94,22.629,1.55,26.30736,0.69903946,0.026572011,25.40754,1.5988598,0.06292856,15,0,America/New_York,EDT,-14400000,False,False,False,-0.675985,0.59,-0.183802,-0.675985,27.01,27.0,True,1716298200000,2,0.0,1788555900.0,27.0064,0.0,-0.183802,1788545796,27.0064,27.0099,27.0 - 27.0099,27.0,312,27.1902,100,3200,us_market,finmb_1875824170,NYSEArca,Amplify Weight Loss Drug & Treatment ETF,27.0099,2079,1530,[],4.3773994,0.19344202,22.629 - 27.94,-0.9336014,-0.03341451,15.548515,21.978882,5.89569,7.01357,7.01357,5334218.0,CLOSED,1.2287431,PCX,Amplify Weight Loss Drug & Trea,27.0064,THNR,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,83,EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.0,25.13826,,,USD,22.62,15.715,0.0,20.37212,1.5429802,0.07573979,18.47041,3.4446907,0.1864978,15,0,America/New_York,EDT,-14400000,False,False,False,-0.8590791,0.65,-0.18499947,-0.83691233,25.77,14.42,True,1648042200000,2,-0.09124296,1788552900.0,21.9,-0.020000458,-0.18989944,1788552000,21.9151,21.92,21.8 - 21.92,21.8,1791,22.105,2,2,us_market,finmb_1763782161,NasdaqGM,First Trust Nasdaq Lux Digital Health Solutions ETF,21.8,1288,3120,[],6.2001,0.39453387,15.715 - 22.62,-0.70490074,-0.03116272,23.813557,24.927942,16.31579,27.74566,27.74566,4420651.0,CLOSED,0.87913793,NGM,First Trust Nasdaq Lux Digital ,21.9,EKG,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,84,UNHU,Direxion Daily Unh Bull 2X ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,EQUITY,Equity,False,LOW,,,,,USD,67.11,22.15,,53.6794,-4.794201,-0.08931174,47.672016,1.2131844,0.025448564,15,0,America/New_York,EDT,-14400000,False,False,False,-2.43001,,-1.2175,-2.43001,51.02,47.01,True,1774445400000,2,0.0,1788560400.0,48.8852,0.0,-1.2175,1788530086,48.8852,50.01,48.8852 - 50.01,48.8852,546,50.1027,3900,1900,us_market,finmb_1982510595,NYSEArca,Direxion Daily Unh Bull 2X ETF,49.7,3612,1140,[],26.7352,1.2070068,22.15 - 67.11,-18.2248,-0.2715661,98.01539,25.83293,,,,,CLOSED,1.89236,PCX,Direxion Daily UNH Bull 2X ETF,48.8852,UNHU,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,85,NVOH,Novo Nordisk A/S (B Shares) ADRhedged,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,4.01,11.074197,,,USD,34.36,19.0,4.01,25.98132,-0.7218189,-0.027782228,25.24322,0.016281128,0.00064497034,15,0,America/New_York,EDT,-14400000,False,False,False,-1.66694,0.19,-0.4282,-1.66694,38.23,25.16,True,1736260200000,2,1.2688272,1788565288.0,25.58,0.32049942,-0.4282,1788548513,25.2595,25.2595,25.1 - 25.2595,25.1,936,25.6877,600,100,us_market,finmb_1889428653,NYSEArca,Novo Nordisk A/S (B Shares) ADRhedged,25.1,1666,1730,[],6.2595005,0.3294474,19.0 - 34.36,-9.1005,-0.26485738,-14.445382,11.376171,-14.13197,-25.39133,-25.39133,3934218.0,CLOSED,2.2203867,PCX,Novo Nordisk A/S B Shares,25.58,NVOH,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,86,WDNA,WisdomTree BioRevolution Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.61,21.186440677966104,,,USD,24.2,14.4,3.34,21.23734,1.842659,0.08676505,18.623755,4.4562454,0.2392775,15,0,America/New_York,EDT,-14400000,False,False,False,-1.49381,0.45,-0.35,-1.49381,23.09,18.18,True,1622727000000,2,0.0,1788552604.0,23.08,0.0,-0.35,1788551846,23.08,23.63,22.9901 - 23.63,22.9901,4428,23.43,400,100,us_market,finmb_712066275,Cboe US,WisdomTree BioRevolution Fund,23.52,2152,4350,[],8.68,0.60277784,14.4 - 24.2,-1.1200008,-0.046281025,57.661045,28.058931,36.43943,25.77533,25.77533,3461359.0,CLOSED,0.82255447,BTS,WisdomTree BioRevolution Fund,23.08,WDNA,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,87,MDEV,First Trust Indxx Global Medical Devices ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.0,31.084862,,,USD,21.82,17.853,0.0,20.44314,0.5157604,0.025229022,20.047985,0.9109154,0.045436755,15,0,America/New_York,EDT,-14400000,False,False,False,-1.43389,0.7,-0.304899,-1.43389,21.9,15.74,True,1624541400000,2,0.09025748,1788552604.0,20.9589,0.018899918,-0.304899,1788534675,20.9589,20.9589,20.9589 - 20.9589,20.9589,275,21.2638,1000,100,us_market,finmb_716357142,Cboe US,First Trust Indxx Global Medical Devices ETF,20.91,3185,1180,[],3.1058998,0.17397074,17.853 - 21.82,-0.86109924,-0.039463762,0.75957775,30.587353,1.47338,12.60549,12.60549,3202419.0,CLOSED,0.6852146,BTS,First Trust Indxx Medical Devic,20.9589,MDEV,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,88,LGHT,Langar Global Healthtech ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,0.0,27.114967,,,USD,11.01,7.938,0.0,9.1612,0.9527006,0.103993,9.192385,0.92151546,0.1002477,15,0,America/New_York,EDT,-14400000,False,False,False,-1.2729,0.85,-0.1304,-1.2729,15.33,5.06,True,1704897000000,2,0.03858089,1788552604.0,10.1139,0.003900528,-0.1304,1788551410,10.1139,10.1139,10.11 - 10.1139,10.11,843,10.2443,900,900,us_market,finmb_1857344788,Cboe US,Langar Global Healthtech ETF,10.11,2961,1700,[],2.1759,0.27411187,7.938 - 11.01,-0.89610004,-0.08138965,-3.2430887,26.834784,2.29025,24.86997,24.86997,2349541.0,CLOSED,0.37689516,BTS,Langar Global HealthTech ETF,10.1139,LGHT,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,89,GNMX,Corgi Genomics & Precision Medicine ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,36.54,23.88,,32.189,3.0898018,0.09598937,29.738823,5.539978,0.18628773,15,0,America/New_York,EDT,-14400000,False,False,False,-0.567076,0.35,-0.201199,-0.567076,53.35,17.03,True,1778074200000,2,0.0,1788555900.0,35.2788,0.0,-0.201199,1788542514,35.2788,35.2788,35.115 - 35.2788,35.115,154,35.48,100,2200,us_market,finmb_1992790800,Cboe US,Corgi Genomics & Precision Medicine ETF,35.115,1001,3320,[],11.398802,0.47733676,23.88 - 36.54,-1.2612,-0.034515597,37.222874,,,29.97216,29.97216,1928421.0,CLOSED,,BTS,Corgi Genomics & Precision Medi,35.2788,GNMX,Delayed Quote,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,90,MHIP,Milliman Healthcare Inflation Plus ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,21.4,19.45,,20.5422,0.42989922,0.020927614,20.179895,0.7922039,0.039257087,15,0,America/New_York,EDT,-14400000,False,False,False,-0.757616,0.55,-0.160101,-0.757616,31.85,10.51,True,1776778200000,2,,,,,-0.160101,1788448435,20.9721,20.9721,20.9721 - 20.9721,20.9721,8,21.1322,600,500,us_market,finmb_1974749171,NYSEArca,Milliman Healthcare Inflation Plus ETF,21.05,141,100,[],1.5220985,0.078256994,19.45 - 21.4,-0.4279003,-0.019995343,5.9090853,30.326036,,4.7656,4.7656,1570625.0,CLOSED,0.69155425,PCX,Milliman Healthcare Inflation P,20.9721,MHIP,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,91,ASD,Defiance Autism Impact ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,28.52,24.59,,27.4558,0.28160095,0.01025652,26.849255,0.88814545,0.03307896,15,0,America/New_York,EDT,-14400000,False,False,False,-0.79613394,0.79,0.0,0.0,34.96,19.62,True,1780407000000,2,-0.7961339,1788552603.0,27.7374,-0.22259903,-0.22259903,1788552000,27.7374,27.7374,27.7374 - 27.7374,27.7374,55,27.96,2,2,us_market,finmb_1996251455,NasdaqGM,Defiance Autism Impact ETF,27.7374,525,150,[],3.1474,0.12799512,24.59 - 28.52,-0.7826004,-0.027440406,12.6726265,21.103382,,,,1378890.0,CLOSED,1.314358,NGM,Defiance Autism Impact ETF,27.7374,ASD,Delayed Quote,0.0,0.0,,,,,,2026-06-01,,,,
Healthcare,healthcare,92,MHIG,Milliman Healthcare Inflation Guard ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,20.59,19.64,,20.0404,0.24100113,0.012025765,19.983646,0.2977543,0.014899897,15,0,America/New_York,EDT,-14400000,False,False,False,-0.459383,0.55,-0.0935993,-0.459383,30.81,9.83,True,1776778200000,2,,,,,-0.0935993,1788270606,20.2814,20.2814,20.2814 - 20.2814,20.2814,14,20.375,600,500,us_market,finmb_1975824201,NYSEArca,Milliman Healthcare Inflation Guard ETF,20.21,114,120,[],0.6414013,0.032657906,19.64 - 20.59,-0.30859947,-0.014987833,0.6951332,28.86176,,0.93428,0.93428,1013900.0,CLOSED,0.7027084,PCX,Milliman Healthcare Inflation G,20.2814,MHIG,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,93,GSKH,GSK plc ADRhedged,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,1.59,15.748031,,,USD,85.03,55.38,1.59,71.87994,-2.3687363,-0.032954067,73.159225,-3.6480255,-0.04986419,15,0,America/New_York,EDT,-14400000,False,False,False,-1.74484,0.19,-1.2344,-1.74484,69.45,69.37,True,1736260200000,2,-2.0157893,1788555900.0,68.11,-1.4011993,-1.2344,1788536099,69.5112,69.5112,69.5112 - 69.5112,69.5112,225,70.7456,1000,500,us_market,finmb_1889418526,NYSEArca,GSK plc ADRhedged,69.48,393,320,[],14.131199,0.2551679,55.38 - 85.03,-15.518799,-0.18250969,23.810625,15.694564,6.3256,3.06831,3.06831,697550.0,CLOSED,4.4289985,PCX,GSK plc,68.11,GSKH,,0.0,0.0,,,,,,,,,,
Healthcare,healthcare,94,TRUH,Vaneck Healthcare TruSector ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_healthcare/,2026-09-07T11:17:52+00:00,en-US,US,ETF,ETF,False,LOW,,,,,USD,30.68,24.78,,28.906,0.9883995,0.034193575,27.267315,2.6270847,0.09634556,15,0,America/New_York,EDT,-14400000,False,False,False,-0.9463242,0.1,-0.25,-0.8283632,36.5,20.5,True,1775136600000,2,-0.11894642,1788552604.0,29.8944,-0.035600662,-0.28560066,1788552000,29.8944,30.0,29.8944 - 30.0,29.8944,507,30.18,2,2,us_market,finmb_1989624019,NasdaqGM,Vaneck Healthcare TruSector ETF,30.0,1038,620,[],5.114399,0.2063922,24.78 - 30.68,-0.78560066,-0.02560628,16.803444,28.87889,,14.12126,14.12126,594727.0,CLOSED,1.0351645,NGM,VanEck Healthcare TruSector ETF,29.8944,TRUH,Delayed Quote,,,,,,,,2026-04-02,,,Vaneck Etf Trust - Vaneck Healthcare Trisector Etf,2026-09-04
